,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Romelu Lukaku,9.0,be BEL,FW,28-107,90,24,22,2,0,1,0,1,0,0,0,0,0,14,0,1
1,Mason Mount,19.0,eng ENG,"CM,AM",22-230,90,28,27,1,1,2,0,2,0,0,0,0,0,22,0,1
2,Kai Havertz,29.0,de GER,AM,22-078,45,11,10,0,0,0,0,0,0,0,0,0,0,6,1,0
3,Thiago Silva,6.0,br BRA,CB,36-340,45,16,15,1,1,0,0,0,0,0,0,0,0,12,0,0
4,Jorginho,5.0,it ITA,CM,29-251,86,29,28,1,1,0,0,0,0,0,0,0,0,24,0,0
5,Trevoh Chalobah,14.0,eng ENG,CM,22-054,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
6,N'Golo Kanté,7.0,fr FRA,CM,30-152,45,22,22,0,0,0,0,0,0,0,0,0,0,14,0,2
7,Mateo Kovačić,8.0,hr CRO,CM,27-114,45,23,23,0,0,0,0,0,0,0,0,0,0,21,0,1
8,Marcos Alonso,3.0,es ESP,"LB,WB",30-243,90,53,45,8,0,0,0,5,7,1,1,0,0,38,0,3
9,Reece James,24.0,eng ENG,WB,21-263,44,32,19,13,0,0,1,3,11,2,2,0,0,22,0,1
10,Antonio Rüdiger,2.0,de GER,CB,28-178,90,33,33,0,0,1,0,0,0,0,0,0,0,19,0,2
11,Andreas Christensen,4.0,dk DEN,CB,25-140,90,35,34,1,1,0,0,0,0,0,0,0,0,28,0,0
12,César Azpilicueta,28.0,es ESP,"RB,CB",32-000,90,57,52,5,3,0,0,1,2,0,0,0,0,41,0,1
13,Edouard Mendy,16.0,sn SEN,GK,29-180,90,43,22,20,6,0,1,0,0,0,0,0,0,31,1,0
14,14 Players,,,,,944,410,356,52,13,4,2,12,20,3,3,0,0,293,2,12
