,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Emile Heskey,,eng ENG,FW,32-293,90,0,0,0,,,,0,0,,,,,,,0,,
1,Ashley Young,,eng ENG,"DF,FW",25-114,90,0,0,0,,,,0,0,,,,,,,0,,
2,Steve Sidwell,,eng ENG,MF,27-321,57,0,0,0,,,,0,0,,,,,,,0,,
3,Barry Bannan,,sct SCO,MF,20-334,33,0,0,0,,,,0,0,,,,,,,0,,
4,Nigel Reo-Coker,,eng ENG,MF,26-170,81,0,0,0,,,,1,0,,,,,,,0,,
5,John Carew,,no NOR,FW,31-056,9,0,0,0,,,,0,0,,,,,,,0,,
6,Stewart Downing,,eng ENG,"FW,MF",26-101,90,0,0,0,,,,0,0,,,,,,,0,,
7,Ciaran Clark,,ie IRL,"DF,MF",21-035,90,0,0,0,,,,0,0,,,,,,,0,,
8,Stephen Warnock,,eng ENG,DF,28-323,90,0,0,0,,,,1,0,,,,,,,0,,
9,Richard Dunne,,ie IRL,DF,31-040,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-069,90,0,0,0,,,,0,0,,,,,,,0,,
11,Luke Young,,eng ENG,DF,31-104,90,0,0,0,,,,0,0,,,,,,,0,,
12,Brad Friedel,,us USA,GK,39-166,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,0,0,0,,,,2,0,,,,,,,0,,
