,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Javier Hernández,17.0,mx MEX,FW,29-141,90,21,18,3,1,0,0,0,0,0,0,0,0,15,0,0
1,Marko Arnautović,7.0,at AUT,LW,28-184,73,35,34,1,0,0,0,5,1,0,0,0,0,20,0,1
2,Edimilson Fernandes,31.0,ch SUI,DM,21-188,17,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0
3,Michail Antonio,30.0,jm JAM,RW,27-206,90,55,54,0,0,0,1,9,0,0,0,0,0,31,1,3
4,Manuel Lanzini,10.0,ar ARG,"AM,DM,LW",24-247,90,96,84,12,1,0,1,11,0,10,6,4,0,73,0,2
5,Cheikhou Kouyaté,8.0,sn SEN,DM,27-303,45,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
6,André Ayew,20.0,gh GHA,"AM,LW",27-307,45,15,13,1,0,0,0,0,0,0,0,0,0,13,1,0
7,Pedro Obiang,14.0,gq EQG,DM,25-207,90,89,88,0,0,0,2,0,0,0,0,0,0,73,1,1
8,Arthur Masuaku,26.0,cd COD,LB,23-347,90,73,64,9,2,0,0,7,7,0,0,0,0,62,0,3
9,Winston Reid,2.0,nz NZL,CB,29-109,90,70,70,0,0,0,1,0,0,0,0,0,0,67,0,1
10,José Fonte,4.0,pt POR,CB,33-302,90,92,87,5,4,0,1,0,1,0,0,0,0,81,0,0
11,Pablo Zabaleta,5.0,ar ARG,RB,32-277,90,69,52,17,1,0,0,7,16,0,0,0,0,55,0,0
12,Joe Hart,25.0,eng ENG,GK,30-184,90,23,17,6,3,0,0,0,0,0,0,0,0,18,0,0
13,13 Players,,,,,990,674,617,54,12,0,6,39,25,10,6,4,0,540,3,12
