,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Rodrigo,19.0,es ESP,FW,31-300,81,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
1,Joe Gelhardt,30.0,eng ENG,FW,20-241,9,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
2,Degnand Gnonto,29.0,it ITA,LW,19-056,69,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0
3,Crysencio Summerville,10.0,nl NED,LW,21-062,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Brenden Aaronson,7.0,us USA,RW,22-070,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
5,Jack Harrison,11.0,eng ENG,AM,26-041,63,2,1,0,1,1,0,0,,0,3,0,3,0,2,0,0
6,Mateusz Klich,43.0,pl POL,AM,32-201,27,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0
7,Tyler Adams,12.0,us USA,DM,23-320,90,6,1,5,1,0,5,5,100.0,0,1,1,0,2,8,2,0
8,Adam Forshaw,4.0,eng ENG,DM,31-084,45,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0
9,Marc Roca,8.0,es ESP,DM,26-035,45,5,4,1,4,0,2,2,100.0,0,2,0,2,1,6,0,0
10,Pascal Struijk,21.0,nl NED,LB,23-142,90,4,3,4,0,0,2,2,100.0,0,1,1,0,1,5,7,0
11,Liam Cooper,6.0,sct SCO,CB,31-123,90,4,4,3,1,0,3,3,100.0,0,1,0,1,3,7,6,0
12,Robin Koch,5.0,de GER,CB,26-167,90,3,1,2,1,0,2,3,66.7,1,0,0,0,1,4,5,0
13,Luke Ayling,2.0,eng ENG,RB,31-128,69,1,0,1,0,0,1,2,50.0,1,3,0,3,1,2,1,0
14,Rasmus Nissen,25.0,dk DEN,RB,25-173,21,2,1,0,2,0,2,5,40.0,3,0,0,0,0,2,1,0
15,Illan Meslier,1.0,fr FRA,GK,22-304,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
16,16 Players,,,,,990,32,18,18,13,1,21,30,70.0,9,15,2,13,10,42,23,0
