,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Salomón Rondón,33.0,ve VEN,FW,32-009,90,16,21,76.2,156,35,9,11,81.8,2,3,66.7,0,0,,0,0.1,0.0,2,0,0,0,1
1,Demarai Gray,11.0,jm JAM,FW,25-089,82,24,31,77.4,381,60,12,14,85.7,8,9,88.9,3,5,60.0,1,0.1,0.1,1,1,1,0,2
2,Tom Davies,26.0,eng ENG,FW,23-087,8,4,5,80.0,37,18,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,1,0,0,0
3,Alex Iwobi,17.0,ng NGA,LM,25-145,88,35,40,87.5,574,140,19,21,90.5,10,11,90.9,5,6,83.3,0,0.1,0.1,2,6,2,0,9
4,Lewis Dobbin,61.0,eng ENG,LM,18-265,2,3,4,75.0,51,7,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
5,Allan,6.0,br BRA,CM,30-260,90,24,31,77.4,399,122,7,10,70.0,15,16,93.8,0,1,0.0,0,0.0,0.0,0,1,0,0,2
6,Abdoulaye Doucouré,16.0,ml MLI,CM,28-267,90,51,59,86.4,893,174,18,23,78.3,26,27,96.3,5,5,100.0,0,0.0,0.0,0,4,1,0,7
7,Andros Townsend,14.0,eng ENG,RM,30-071,75,21,31,67.7,302,56,14,15,93.3,6,8,75.0,1,7,14.3,0,0.0,0.0,1,1,0,0,2
8,Anthony Gordon,24.0,eng ENG,RM,20-213,15,6,6,100.0,87,6,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
9,Lucas Digne,12.0,fr FRA,LB,28-067,90,55,76,72.4,816,371,32,38,84.2,19,24,79.2,3,8,37.5,0,0.0,0.1,1,5,0,0,4
10,Michael Keane,5.0,eng ENG,CB,28-257,90,34,42,81.0,739,241,5,7,71.4,27,29,93.1,2,5,40.0,0,0.7,0.0,1,1,0,0,4
11,Yerry Mina,13.0,co COL,CB,27-002,90,35,39,89.7,745,183,6,7,85.7,21,22,95.5,6,8,75.0,0,0.0,0.0,0,1,0,0,0
12,Ben Godfrey,22.0,eng ENG,RB,23-253,90,38,52,73.1,560,259,23,26,88.5,12,19,63.2,2,4,50.0,0,0.0,0.0,1,6,1,0,4
13,Jordan Pickford,1.0,eng ENG,GK,27-202,90,20,33,60.6,669,559,3,3,100.0,8,8,100.0,9,22,40.9,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,366,470,77.9,6409,2231,158,185,85.4,156,180,86.7,37,72,51.4,1,1.1,0.6,9,28,5,0,35
