,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Home,W,1,0,Stoke City,0.6,0.4,60,"39,045",Phil Jagielka,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/7c834541/Everton-Stoke-City-August-12-2017-Premier-League,
4,2017-08-21,20:00 ,Premier League,Matchweek 2,Mon,Away,D,1,1,Manchester City,0.6,1.1,36,"49,108",Phil Jagielka,3-5-2,Robert Madley,https://fbref.com/en/matches/424dc3f9/Manchester-City-Everton-August-21-2017-Premier-League,
6,2017-08-27,13:30 ,Premier League,Matchweek 3,Sun,Away,L,0,2,Chelsea,0.4,1.0,43,"41,382",Phil Jagielka,3-4-3,Jonathan Moss,https://fbref.com/en/matches/5a276f0b/Chelsea-Everton-August-27-2017-Premier-League,
7,2017-09-09,15:00 ,Premier League,Matchweek 4,Sat,Home,L,0,3,Tottenham,0.9,1.8,51,"38,835",Leighton Baines,4-2-3-1,Graham Scott,https://fbref.com/en/matches/2a7d4892/Everton-Tottenham-Hotspur-September-9-2017-Premier-League,
9,2017-09-17,16:00 ,Premier League,Matchweek 5,Sun,Away,L,0,4,Manchester Utd,1.1,2.9,51,"75,042",Phil Jagielka,3-4-3,Andre Marriner,https://fbref.com/en/matches/94bab527/Manchester-United-Everton-September-17-2017-Premier-League,
11,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Home,W,2,1,Bournemouth,2.0,0.3,51,"38,133",Leighton Baines,4-3-3,Martin Atkinson,https://fbref.com/en/matches/d255555f/Everton-Bournemouth-September-23-2017-Premier-League,
13,2017-10-01,14:15 ,Premier League,Matchweek 7,Sun,Home,L,0,1,Burnley,1.1,0.4,63,"38,448",Leighton Baines,4-2-2-2,Jonathan Moss,https://fbref.com/en/matches/275000a3/Everton-Burnley-October-1-2017-Premier-League,
14,2017-10-15,13:30 ,Premier League,Matchweek 8,Sun,Away,D,1,1,Brighton,1.5,1.0,53,"30,565",Phil Jagielka,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/1585521f/Brighton-and-Hove-Albion-Everton-October-15-2017-Premier-League,
16,2017-10-22,13:30 ,Premier League,Matchweek 9,Sun,Home,L,2,5,Arsenal,1.0,3.5,33,"39,189",Phil Jagielka,3-4-3,Craig Pawson,https://fbref.com/en/matches/73da64ff/Everton-Arsenal-October-22-2017-Premier-League,
18,2017-10-29,16:00 ,Premier League,Matchweek 10,Sun,Away,L,0,2,Leicester City,0.6,1.3,59,"31,891",Phil Jagielka,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/f6cf8af5/Leicester-City-Everton-October-29-2017-Premier-League,
20,2017-11-05,16:30 ,Premier League,Matchweek 11,Sun,Home,W,3,2,Watford,2.1,2.0,38,"38,609",Phil Jagielka,4-3-3,Graham Scott,https://fbref.com/en/matches/113bc344/Everton-Watford-November-5-2017-Premier-League,
21,2017-11-18,15:00 ,Premier League,Matchweek 12,Sat,Away,D,2,2,Crystal Palace,1.8,2.0,31,"25,526",Phil Jagielka,4-3-3,Anthony Taylor,https://fbref.com/en/matches/a96b0eaa/Crystal-Palace-Everton-November-18-2017-Premier-League,
23,2017-11-26,13:30 ,Premier League,Matchweek 13,Sun,Away,L,1,4,Southampton,0.2,2.0,33,"30,461",Phil Jagielka,4-4-2,Kevin Friend,https://fbref.com/en/matches/24bc9343/Southampton-Everton-November-26-2017-Premier-League,
24,2017-11-29,20:00 ,Premier League,Matchweek 14,Wed,Home,W,4,0,West Ham,1.5,1.1,44,"38,242",Wayne Rooney,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/a302fbdd/Everton-West-Ham-United-November-29-2017-Premier-League,
25,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Home,W,2,0,Huddersfield,0.7,0.3,47,"39,167",Wayne Rooney,4-1-4-1,Chris Kavanagh,https://fbref.com/en/matches/cfc62400/Everton-Huddersfield-Town-December-2-2017-Premier-League,
27,2017-12-10,14:15 ,Premier League,Matchweek 16,Sun,Away,D,1,1,Liverpool,0.9,1.6,21,"53,082",Wayne Rooney,4-4-2,Craig Pawson,https://fbref.com/en/matches/347ec791/Merseyside-Derby-Liverpool-Everton-December-10-2017-Premier-League,
28,2017-12-13,19:45 ,Premier League,Matchweek 17,Wed,Away,W,1,0,Newcastle Utd,1.2,0.8,45,"51,042",Wayne Rooney,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/73b5607f/Newcastle-United-Everton-December-13-2017-Premier-League,
29,2017-12-18,20:00 ,Premier League,Matchweek 18,Mon,Home,W,3,1,Swansea City,2.0,0.8,51,"37,580",Wayne Rooney,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/34b9d0ea/Everton-Swansea-City-December-18-2017-Premier-League,
30,2017-12-23,12:30 ,Premier League,Matchweek 19,Sat,Home,D,0,0,Chelsea,0.3,1.8,32,"39,191",Phil Jagielka,4-1-4-1,Robert Madley,https://fbref.com/en/matches/317b694e/Everton-Chelsea-December-23-2017-Premier-League,
31,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Away,D,0,0,West Brom,0.4,1.5,48,"25,364",Ashley Williams,3-1-4-2,Roger East,https://fbref.com/en/matches/92d5a975/West-Bromwich-Albion-Everton-December-26-2017-Premier-League,
32,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Away,L,1,2,Bournemouth,0.5,1.5,53,"10,497",Phil Jagielka,4-3-3,Lee Probert,https://fbref.com/en/matches/8788e1c3/Bournemouth-Everton-December-30-2017-Premier-League,
33,2018-01-01,17:30 ,Premier League,Matchweek 22,Mon,Home,L,0,2,Manchester Utd,1.2,1.4,40,"39,188",Wayne Rooney,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/19e56788/Everton-Manchester-United-January-1-2018-Premier-League,
35,2018-01-13,17:30 ,Premier League,Matchweek 23,Sat,Away,L,0,4,Tottenham,0.3,3.8,39,"76,251",Phil Jagielka,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/22374439/Tottenham-Hotspur-Everton-January-13-2018-Premier-League,
36,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Home,D,1,1,West Brom,1.1,1.1,56,"39,061",Ashley Williams,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/01d63d4d/Everton-West-Bromwich-Albion-January-20-2018-Premier-League,
37,2018-01-31,19:45 ,Premier League,Matchweek 25,Wed,Home,W,2,1,Leicester City,1.2,2.2,44,"38,390",Phil Jagielka,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/d4dec53e/Everton-Leicester-City-January-31-2018-Premier-League,
38,2018-02-03,17:30 ,Premier League,Matchweek 26,Sat,Away,L,1,5,Arsenal,1.2,2.6,43,"59,306",Ashley Williams,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/ac69ef1b/Arsenal-Everton-February-3-2018-Premier-League,
39,2018-02-10,15:00 ,Premier League,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,1.5,1.5,52,"39,139",Wayne Rooney,4-3-3,Jonathan Moss,https://fbref.com/en/matches/15ad0bb7/Everton-Crystal-Palace-February-10-2018-Premier-League,
