,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Wilfried Zaha,11.0,ci CIV,FW,28-033,90,0,0,0,1,5,1,1,0,0,0,0,0,4,0,0,
1,Christian Benteke,20.0,be BEL,FW,30-010,90,0,0,0,3,0,3,0,1,0,0,0,0,4,12,2,85.7
2,Eberechi Eze,25.0,eng ENG,LM,22-167,88,0,0,0,0,3,0,7,1,1,0,0,0,7,2,0,100.0
3,Andros Townsend,10.0,eng ENG,LM,29-150,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
4,James McArthur,18.0,sct SCO,CM,33-067,90,0,0,0,3,1,0,2,1,3,0,0,0,6,1,0,100.0
5,Luka Milivojević,4.0,rs SRB,CM,29-250,72,1,0,0,1,1,0,0,3,1,0,0,0,8,1,0,100.0
6,Jaïro Riedewald,44.0,nl NED,CM,24-095,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
7,Jeffrey Schlupp,15.0,gh GHA,RM,27-356,90,0,0,0,2,0,0,1,2,1,0,0,0,4,1,4,20.0
8,Patrick van Aanholt,3.0,nl NED,LB,30-106,90,0,0,0,1,0,0,1,4,1,0,0,0,8,0,2,0.0
9,Gary Cahill,24.0,eng ENG,CB,34-360,90,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,100.0
10,Cheikhou Kouyaté,8.0,sn SEN,CB,30-358,90,0,0,0,3,0,0,0,1,0,0,0,0,7,1,1,50.0
11,Nathaniel Clyne,17.0,eng ENG,RB,29-252,90,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,
12,Vicente Guaita,31.0,es ESP,GK,33-338,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0
13,13 Players,,,,,990,1,0,0,15,10,4,14,16,8,0,0,0,53,22,10,68.8
