,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Callum Robinson,7.0,ie IRL,FW,25-245,59,20,1,1,5,14,2,20,0,0,,0,,8,2,2,0,0,0,6,0,15,4
1,Hal Robson-Kanu,4.0,wls WAL,FW,31-136,31,6,1,1,1,4,0,6,0,0,,0,,5,13,6,0,0,0,1,2,4,0
2,Grady Diangana,11.0,cd COD,LW,22-168,90,36,1,5,13,18,2,36,3,3,100.0,0,0.0,22,112,56,1,3,1,6,4,26,9
3,Kyle Edwards,21.0,eng ENG,RW,22-230,45,16,0,2,11,3,1,16,2,0,0.0,2,100.0,9,51,42,2,1,1,1,0,10,1
4,Sam Field,28.0,eng ENG,DM,22-149,45,34,1,11,21,2,0,34,1,1,100.0,0,0.0,8,21,1,0,0,0,1,0,9,0
5,Matheus Pereira,12.0,pt POR,"RW,AM",24-152,90,53,0,9,27,19,1,53,4,2,50.0,2,50.0,17,74,28,0,1,0,4,1,25,4
6,Romaine Sawyers,19.0,kn SKN,DM,28-337,63,35,0,9,19,8,0,35,1,0,0.0,1,100.0,14,45,24,0,0,0,0,1,17,0
7,Filip Krovinović,17.0,hr CRO,"AM,DM",25-036,27,8,0,0,7,1,0,8,0,0,,0,,6,14,7,0,0,0,0,0,7,0
8,Jake Livermore,8.0,eng ENG,"DM,AM",30-325,90,35,1,9,23,3,0,35,1,0,0.0,1,100.0,8,44,2,0,0,0,2,2,15,1
9,Conor Townsend,14.0,eng ENG,LB,27-214,90,62,2,17,31,14,0,62,3,2,66.7,1,33.3,25,130,44,1,2,0,4,1,36,2
10,Kyle Bartley,5.0,eng ENG,CB,29-135,90,41,8,24,16,1,1,41,0,0,,0,,8,28,5,0,0,0,1,0,12,0
11,Semi Ajayi,6.0,ng NGA,CB,26-330,90,42,7,22,19,1,1,42,0,0,,0,,17,82,31,0,0,0,0,1,24,0
12,Dara O'Shea,27.0,ie IRL,RB,21-214,90,60,2,17,39,5,1,60,1,1,100.0,0,0.0,20,80,49,2,1,0,0,2,28,0
13,Sam Johnstone,1.0,eng ENG,GK,27-193,90,39,30,39,0,0,0,39,0,0,,0,,12,62,43,0,0,0,0,0,12,0
14,14 Players,,,,,990,487,54,166,232,93,9,487,16,9,56.3,7,43.8,179,758,340,6,8,2,26,14,240,21
