,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-17,13:30 ,Premier League,Matchweek 1,Sun,Away,L,1,2,Liverpool,44,"44,736",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/d8d2b998/Liverpool-Southampton-August-17-2014-Premier-League,
1,2014-08-23,15:00 ,Premier League,Matchweek 2,Sat,Home,D,0,0,West Brom,58,"27,598",,4-2-3-1,Roger East,https://fbref.com/en/matches/f9755fb7/Southampton-West-Bromwich-Albion-August-23-2014-Premier-League,
3,2014-08-30,15:00 ,Premier League,Matchweek 3,Sat,Away,W,3,1,West Ham,64,"34,907",,4-3-3,Mike Dean,https://fbref.com/en/matches/b5c42603/West-Ham-United-Southampton-August-30-2014-Premier-League,
4,2014-09-13,15:00 ,Premier League,Matchweek 4,Sat,Home,W,4,0,Newcastle Utd,50,"29,678",,4-3-3,Chris Foy,https://fbref.com/en/matches/78b593cf/Southampton-Newcastle-United-September-13-2014-Premier-League,
5,2014-09-20,15:00 ,Premier League,Matchweek 5,Sat,Away,W,1,0,Swansea City,56,"20,596",,4-3-3,Jonathan Moss,https://fbref.com/en/matches/9e4958a0/Swansea-City-Southampton-September-20-2014-Premier-League,
7,2014-09-27,15:00 ,Premier League,Matchweek 6,Sat,Home,W,2,1,QPR,55,"30,504",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/f01ebcf6/Southampton-Queens-Park-Rangers-September-27-2014-Premier-League,
8,2014-10-05,14:05 ,Premier League,Matchweek 7,Sun,Away,L,0,1,Tottenham,54,"35,564",,4-3-3,Mike Jones,https://fbref.com/en/matches/febb2e37/Tottenham-Hotspur-Southampton-October-5-2014-Premier-League,
9,2014-10-18,15:00 ,Premier League,Matchweek 8,Sat,Home,W,8,0,Sunderland,53,"29,615",,4-3-3,Andre Marriner,https://fbref.com/en/matches/96e0a0d3/Southampton-Sunderland-October-18-2014-Premier-League,
10,2014-10-25,15:00 ,Premier League,Matchweek 9,Sat,Home,W,1,0,Stoke City,61,"30,017",,4-3-3,Jonathan Moss,https://fbref.com/en/matches/2be4379e/Southampton-Stoke-City-October-25-2014-Premier-League,
12,2014-11-01,15:00 ,Premier League,Matchweek 10,Sat,Away,W,1,0,Hull City,53,"22,828",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/31f7cd4d/Hull-City-Southampton-November-1-2014-Premier-League,
13,2014-11-08,15:00 ,Premier League,Matchweek 11,Sat,Home,W,2,0,Leicester City,64,"31,297",,4-3-3,Michael Oliver,https://fbref.com/en/matches/75d7dc32/Southampton-Leicester-City-November-8-2014-Premier-League,
14,2014-11-24,20:00 ,Premier League,Matchweek 12,Mon,Away,D,1,1,Aston Villa,64,"25,311",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/d0ab7eae/Aston-Villa-Southampton-November-24-2014-Premier-League,
15,2014-11-30,13:30 ,Premier League,Matchweek 13,Sun,Home,L,0,3,Manchester City,52,"30,919",,4-3-3,Mark Jones,https://fbref.com/en/matches/e78406e7/Southampton-Manchester-City-November-30-2014-Premier-League,
16,2014-12-03,19:45 ,Premier League,Matchweek 14,Wed,Away,L,0,1,Arsenal,41,"60,025",,4-3-3,Andre Marriner,https://fbref.com/en/matches/dadf5dee/Arsenal-Southampton-December-3-2014-Premier-League,
17,2014-12-08,20:00 ,Premier League,Matchweek 15,Mon,Home,L,1,2,Manchester Utd,52,"31,420",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/144c7fe6/Southampton-Manchester-United-December-8-2014-Premier-League,
18,2014-12-13,15:00 ,Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,60,"17,287",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/f60c6e28/Burnley-Southampton-December-13-2014-Premier-League,
20,2014-12-20,15:00 ,Premier League,Matchweek 17,Sat,Home,W,3,0,Everton,44,"31,475",,4-1-2-1-2◆,Jonathan Moss,https://fbref.com/en/matches/1aae77f0/Southampton-Everton-December-20-2014-Premier-League,
21,2014-12-26,15:00 ,Premier League,Matchweek 18,Fri,Away,W,3,1,Crystal Palace,57,"24,565",,5-4-1,Mike Dean,https://fbref.com/en/matches/b8b0c7d9/Crystal-Palace-Southampton-December-26-2014-Premier-League,
22,2014-12-28,14:05 ,Premier League,Matchweek 19,Sun,Home,D,1,1,Chelsea,39,"31,641",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/83226abf/Southampton-Chelsea-December-28-2014-Premier-League,
23,2015-01-01,15:00 ,Premier League,Matchweek 20,Thu,Home,W,2,0,Arsenal,42,"31,492",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/61a5a6b9/Southampton-Arsenal-January-1-2015-Premier-League,
25,2015-01-11,16:00 ,Premier League,Matchweek 21,Sun,Away,W,1,0,Manchester Utd,40,"75,395",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/350d0ec3/Manchester-United-Southampton-January-11-2015-Premier-League,
27,2015-01-17,17:30 ,Premier League,Matchweek 22,Sat,Away,W,2,1,Newcastle Utd,42,"49,307",,4-2-3-1,Robert Madley,https://fbref.com/en/matches/e19f7034/Newcastle-United-Southampton-January-17-2015-Premier-League,
29,2015-02-01,16:00 ,Premier League,Matchweek 23,Sun,Home,L,0,1,Swansea City,63,"30,943",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/355cc94f/Southampton-Swansea-City-February-1-2015-Premier-League,
30,2015-02-07,15:00 ,Premier League,Matchweek 24,Sat,Away,W,1,0,QPR,54,"18,082",,4-2-3-1,Roger East,https://fbref.com/en/matches/9fff17ee/Queens-Park-Rangers-Southampton-February-7-2015-Premier-League,
31,2015-02-11,19:45 ,Premier League,Matchweek 25,Wed,Home,D,0,0,West Ham,67,"31,241",,4-3-3,Craig Pawson,https://fbref.com/en/matches/24adc8a1/Southampton-West-Ham-United-February-11-2015-Premier-League,
32,2015-02-22,16:15 ,Premier League,Matchweek 26,Sun,Home,L,0,2,Liverpool,60,"31,723",,4-3-3,Kevin Friend,https://fbref.com/en/matches/e00c4b21/Southampton-Liverpool-February-22-2015-Premier-League,
33,2015-02-28,15:00 ,Premier League,Matchweek 27,Sat,Away,L,0,1,West Brom,64,"25,303",,3-4-3,Philip Dowd,https://fbref.com/en/matches/e75820ba/West-Bromwich-Albion-Southampton-February-28-2015-Premier-League,
34,2015-03-03,19:45 ,Premier League,Matchweek 28,Tue,Home,W,1,0,Crystal Palace,62,"28,351",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/a5f7fe6d/Southampton-Crystal-Palace-March-3-2015-Premier-League,
35,2015-03-15,13:30 ,Premier League,Matchweek 29,Sun,Away,D,1,1,Chelsea,39,"41,624",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/24037e88/Chelsea-Southampton-March-15-2015-Premier-League,
36,2015-03-21,15:00 ,Premier League,Matchweek 30,Sat,Home,W,2,0,Burnley,60,"30,864",,4-2-3-1,Roger East,https://fbref.com/en/matches/166545f1/Southampton-Burnley-March-21-2015-Premier-League,
37,2015-04-04,15:00 ,Premier League,Matchweek 31,Sat,Away,L,0,1,Everton,55,"39,390",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/32e3c430/Everton-Southampton-April-4-2015-Premier-League,
38,2015-04-11,15:00 ,Premier League,Matchweek 32,Sat,Home,W,2,0,Hull City,54,"30,359",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/1182139d/Southampton-Hull-City-April-11-2015-Premier-League,
39,2015-04-18,15:00 ,Premier League,Matchweek 33,Sat,Away,L,1,2,Stoke City,52,"26,467",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/ec94c29f/Stoke-City-Southampton-April-18-2015-Premier-League,
40,2015-04-25,12:45 ,Premier League,Matchweek 34,Sat,Home,D,2,2,Tottenham,36,"31,622",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/0b1d3c80/Southampton-Tottenham-Hotspur-April-25-2015-Premier-League,
41,2015-05-02,15:00 ,Premier League,Matchweek 35,Sat,Away,L,1,2,Sunderland,56,"39,613",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/6b41c817/Sunderland-Southampton-May-2-2015-Premier-League,
42,2015-05-09,15:00 ,Premier League,Matchweek 36,Sat,Away,L,0,2,Leicester City,69,"31,939",,4-2-3-1,Roger East,https://fbref.com/en/matches/e05ce636/Leicester-City-Southampton-May-9-2015-Premier-League,
43,2015-05-16,12:45 ,Premier League,Matchweek 37,Sat,Home,W,6,1,Aston Villa,36,"31,636",,4-2-3-1,Robert Madley,https://fbref.com/en/matches/375d8864/Southampton-Aston-Villa-May-16-2015-Premier-League,
44,2015-05-24,15:00 ,Premier League,Matchweek 38,Sun,Away,L,0,2,Manchester City,46,"45,919",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/02d31ab7/Manchester-City-Southampton-May-24-2015-Premier-League,
