,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Kalinić,,hr CRO,FW,22-228,83,0,0,0,,,,0,0,,,,,,,0,,
1,Junior Hoilett,,ca CAN,"FW,MF",20-077,7,0,0,0,,,,0,0,,,,,,,0,,
2,Martin Olsson,,se SWE,"DF,MF",22-096,90,0,0,0,,,,0,0,,,,,,,0,,
3,Morten Gamst Pedersen,,no NOR,"FW,MF",28-347,90,0,1,0,,,,0,0,,,,,,,0,,
4,Steven Nzonzi,,fr FRA,MF,21-249,90,1,0,0,,,,1,0,,,,,,,0,,
5,El Hadji Diouf,,sn SEN,"FW,MF",29-218,90,0,0,0,,,,0,0,,,,,,,0,,
6,Phil Jones,,eng ENG,"DF,MF",18-181,63,0,0,0,,,,0,0,,,,,,,0,,
7,Brett Emerton,,au AUS,"DF,MF",31-180,27,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Givet,,fr FRA,DF,28-316,72,0,0,0,,,,0,0,,,,,,,0,,
9,Mame Biram Diouf,,sn SEN,"FW,MF",22-248,18,0,0,0,,,,1,0,,,,,,,0,,
10,Ryan Nelsen,,nz NZL,DF,32-307,90,0,0,0,,,,1,0,,,,,,,0,,
11,Christopher Samba,,cg CGO,DF,26-146,90,0,0,0,,,,0,0,,,,,,,0,,
12,Míchel Salgado,,es ESP,DF,34-303,90,0,0,0,,,,0,0,,,,,,,0,,
13,Paul Robinson,,eng ENG,GK,30-310,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
