,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Away,L,1,2,Newcastle Utd,,"52,385",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/ad58ac95/Newcastle-United-Tottenham-Hotspur-August-18-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Home,D,1,1,West Brom,,"36,166",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/aaaaf560/Tottenham-Hotspur-West-Bromwich-Albion-August-25-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Home,D,1,1,Norwich City,,"36,142",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/f56c8e34/Tottenham-Hotspur-Norwich-City-September-1-2012-Premier-League,
3,2012-09-16,,Premier League,Matchweek 4,Sun,Away,W,3,1,Reading,,"24,160",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/36093639/Reading-Tottenham-Hotspur-September-16-2012-Premier-League,
5,2012-09-23,,Premier League,Matchweek 5,Sun,Home,W,2,1,QPR,,"36,052",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/f49ce73b/Tottenham-Hotspur-Queens-Park-Rangers-September-23-2012-Premier-League,
6,2012-09-29,,Premier League,Matchweek 6,Sat,Away,W,3,2,Manchester Utd,,"75,566",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/ee03c480/Manchester-United-Tottenham-Hotspur-September-29-2012-Premier-League,
8,2012-10-07,,Premier League,Matchweek 7,Sun,Home,W,2,0,Aston Villa,,"35,802",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/ab3004c6/Tottenham-Hotspur-Aston-Villa-October-7-2012-Premier-League,
9,2012-10-20,,Premier League,Matchweek 8,Sat,Home,L,2,4,Chelsea,,"36,060",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/bfd29e5e/Tottenham-Hotspur-Chelsea-October-20-2012-Premier-League,
11,2012-10-28,,Premier League,Matchweek 9,Sun,Away,W,2,1,Southampton,,"31,944",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/9017c0e5/Southampton-Tottenham-Hotspur-October-28-2012-Premier-League,
12,2012-11-03,,Premier League,Matchweek 10,Sat,Home,L,0,1,Wigan Athletic,,"35,534",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/453fa07b/Tottenham-Hotspur-Wigan-Athletic-November-3-2012-Premier-League,
14,2012-11-11,,Premier League,Matchweek 11,Sun,Away,L,1,2,Manchester City,,"47,208",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/6ed676eb/Manchester-City-Tottenham-Hotspur-November-11-2012-Premier-League,
15,2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,2,5,Arsenal,,"60,111",,4-4-2,Howard Webb,https://fbref.com/en/matches/f39b2855/North-London-Derby-Arsenal-Tottenham-Hotspur-November-17-2012-Premier-League,
17,2012-11-25,,Premier League,Matchweek 13,Sun,Home,W,3,1,West Ham,,"36,043",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/f5ccfca3/Tottenham-Hotspur-West-Ham-United-November-25-2012-Premier-League,
18,2012-11-28,,Premier League,Matchweek 14,Wed,Home,W,2,1,Liverpool,,"36,162",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/c735db27/Tottenham-Hotspur-Liverpool-November-28-2012-Premier-League,
19,2012-12-01,,Premier League,Matchweek 15,Sat,Away,W,3,0,Fulham,,"25,426",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/04c641b7/Fulham-Tottenham-Hotspur-December-1-2012-Premier-League,
21,2012-12-09,,Premier League,Matchweek 16,Sun,Away,L,1,2,Everton,,"36,494",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/d6d170fc/Everton-Tottenham-Hotspur-December-9-2012-Premier-League,
22,2012-12-16,,Premier League,Matchweek 17,Sun,Home,W,1,0,Swansea City,,"35,783",,4-4-2,Mike Dean,https://fbref.com/en/matches/064404a3/Tottenham-Hotspur-Swansea-City-December-16-2012-Premier-League,
23,2012-12-22,,Premier League,Matchweek 18,Sat,Home,D,0,0,Stoke City,,"35,702",,4-4-2,Lee Mason,https://fbref.com/en/matches/d08e11d8/Tottenham-Hotspur-Stoke-City-December-22-2012-Premier-League,
24,2012-12-26,,Premier League,Matchweek 19,Wed,Away,W,4,0,Aston Villa,,"36,863",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/1f8e4b9d/Aston-Villa-Tottenham-Hotspur-December-26-2012-Premier-League,
25,2012-12-29,,Premier League,Matchweek 20,Sat,Away,W,2,1,Sunderland,,"41,168",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/c849845b/Sunderland-Tottenham-Hotspur-December-29-2012-Premier-League,
26,2013-01-01,,Premier League,Matchweek 21,Tue,Home,W,3,1,Reading,,"36,180",,4-4-2,Howard Webb,https://fbref.com/en/matches/77152dbb/Tottenham-Hotspur-Reading-January-1-2013-Premier-League,
27,2013-01-12,,Premier League,Matchweek 22,Sat,Away,D,0,0,QPR,,"18,018",,4-4-2,Lee Probert,https://fbref.com/en/matches/a52210f1/Queens-Park-Rangers-Tottenham-Hotspur-January-12-2013-Premier-League,
28,2013-01-20,,Premier League,Matchweek 23,Sun,Home,D,1,1,Manchester Utd,,"35,956",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/5122be85/Tottenham-Hotspur-Manchester-United-January-20-2013-Premier-League,
29,2013-01-30,,Premier League,Matchweek 24,Wed,Away,D,1,1,Norwich City,,"26,818",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/5e5d2bf7/Norwich-City-Tottenham-Hotspur-January-30-2013-Premier-League,
30,2013-02-03,,Premier League,Matchweek 25,Sun,Away,W,1,0,West Brom,,"24,978",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/f1c81816/West-Bromwich-Albion-Tottenham-Hotspur-February-3-2013-Premier-League,
31,2013-02-09,,Premier League,Matchweek 26,Sat,Home,W,2,1,Newcastle Utd,,"36,244",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/2ebf00f2/Tottenham-Hotspur-Newcastle-United-February-9-2013-Premier-League,
34,2013-02-25,,Premier League,Matchweek 27,Mon,Away,W,3,2,West Ham,,"35,005",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/662bf66e/West-Ham-United-Tottenham-Hotspur-February-25-2013-Premier-League,
35,2013-03-03,,Premier League,Matchweek 28,Sun,Home,W,2,1,Arsenal,,"36,170",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/0c4e2bc7/North-London-Derby-Tottenham-Hotspur-Arsenal-March-3-2013-Premier-League,
37,2013-03-10,,Premier League,Matchweek 29,Sun,Away,L,2,3,Liverpool,,"44,752",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/75f7cde9/Liverpool-Tottenham-Hotspur-March-10-2013-Premier-League,
39,2013-03-17,,Premier League,Matchweek 30,Sun,Home,L,0,1,Fulham,,"36,004",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/7bd50b18/Tottenham-Hotspur-Fulham-March-17-2013-Premier-League,
40,2013-03-30,,Premier League,Matchweek 31,Sat,Away,W,2,1,Swansea City,,"20,604",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/c8dcfe19/Swansea-City-Tottenham-Hotspur-March-30-2013-Premier-League,
42,2013-04-07,,Premier League,Matchweek 32,Sun,Home,D,2,2,Everton,,"36,192",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/cf890c4e/Tottenham-Hotspur-Everton-April-7-2013-Premier-League,
44,2013-04-21,,Premier League,Matchweek 34,Sun,Home,W,3,1,Manchester City,,"36,121",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/72238c88/Tottenham-Hotspur-Manchester-City-April-21-2013-Premier-League,
45,2013-04-27,,Premier League,Matchweek 35,Sat,Away,D,2,2,Wigan Athletic,,"22,326",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/12d66da6/Wigan-Athletic-Tottenham-Hotspur-April-27-2013-Premier-League,
46,2013-05-04,,Premier League,Matchweek 36,Sat,Home,W,1,0,Southampton,,"36,190",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/acc25f58/Tottenham-Hotspur-Southampton-May-4-2013-Premier-League,
47,2013-05-08,,Premier League,Matchweek 33,Wed,Away,D,2,2,Chelsea,,"41,581",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/ec2b53d3/Chelsea-Tottenham-Hotspur-May-8-2013-Premier-League,
48,2013-05-12,,Premier League,Matchweek 37,Sun,Away,W,2,1,Stoke City,,"27,531",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/5f71b17b/Stoke-City-Tottenham-Hotspur-May-12-2013-Premier-League,
49,2013-05-19,,Premier League,Matchweek 38,Sun,Home,W,1,0,Sunderland,,"36,063",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/cfe691e4/Tottenham-Hotspur-Sunderland-May-19-2013-Premier-League,
