,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,32-085,90,15,15,0,0,0,0,1,0,0,0,0,0,10,0,1
1,Bukayo Saka,7.0,eng ENG,LW,20-006,90,33,31,2,1,1,0,1,1,0,0,0,0,27,0,0
2,Nicolas Pépé,19.0,ci CIV,RW,26-105,90,46,36,9,1,0,0,9,0,8,6,1,0,36,1,1
3,Martin Ødegaard,8.0,no NOR,AM,22-268,90,44,42,1,0,0,0,0,0,0,0,0,0,40,1,0
4,Ainsley Maitland-Niles,15.0,eng ENG,"DM,RB",24-013,81,53,50,3,2,0,0,2,1,0,0,0,0,42,0,0
5,Cédric Soares,17.0,pt POR,RB,30-011,9,5,4,1,0,0,0,1,1,0,0,0,0,5,0,0
6,Albert Sambi Lokonga,23.0,be BEL,DM,21-324,61,52,49,3,3,1,0,0,0,0,0,0,0,45,0,0
7,Thomas Partey,5.0,gh GHA,DM,28-090,29,14,13,1,1,0,1,0,0,0,0,0,0,10,0,0
8,Kieran Tierney,3.0,sct SCO,LB,24-098,90,51,42,9,0,0,1,5,9,0,0,0,0,39,0,0
9,Gabriel Dos Santos,6.0,br BRA,CB,23-266,90,48,48,0,0,0,1,0,0,0,0,0,0,45,0,0
10,Ben White,4.0,eng ENG,CB,23-338,90,42,41,1,1,0,0,0,0,0,0,0,0,32,0,1
11,Takehiro Tomiyasu,18.0,jp JPN,RB,22-310,61,36,30,6,0,0,1,1,6,0,0,0,0,27,0,1
12,Emile Smith Rowe,10.0,eng ENG,DM,21-045,29,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
13,Aaron Ramsdale,32.0,eng ENG,GK,23-120,90,30,23,7,1,0,0,0,0,0,0,0,0,25,0,0
14,14 Players,,,,,990,482,437,43,10,2,4,20,18,8,6,1,0,395,2,4
