,num,joueur
0,,Antolín Alcaraz
1,,Mohamed Diamé
2,,Hugo Rodallega
3,,Emmerson Boyce
4,,James McCarthy
5,,Gary Caldwell
6,,Charles N'Zogbia
7,,Steve Gohouri
8,,Tom Cleverley
9,,
10,,Chris Kirkland
