,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,John Carew,,no NOR,FW,30-358,67,0,0,0,,,,0,0,,,,,,,0,,
1,Gabriel Agbonlahor,,eng ENG,"FW,MF",23-320,23,0,0,0,,,,0,0,,,,,,,0,,
2,Stewart Downing,,eng ENG,"FW,MF",26-038,90,0,0,0,,,,0,0,,,,,,,0,,
3,Marc Albrighton,,eng ENG,"DF,FW",20-284,90,0,0,0,,,,1,0,,,,,,,0,,
4,Stiliyan Petrov,,bg BUL,MF,31-055,90,0,0,0,,,,1,0,,,,,,,0,,
5,Ashley Young,,eng ENG,"DF,FW",25-051,90,0,1,0,,,,0,0,,,,,,,0,,
6,Nigel Reo-Coker,,eng ENG,MF,26-107,90,0,0,0,,,,0,0,,,,,,,0,,
7,Stephen Warnock,,eng ENG,DF,28-260,90,0,0,0,,,,0,0,,,,,,,0,,
8,Richard Dunne,,ie IRL,DF,30-342,90,0,0,0,,,,1,0,,,,,,,0,,
9,James Collins,,wls WAL,DF,27-006,90,0,0,0,,,,1,0,,,,,,,0,,
10,Luke Young,,eng ENG,DF,31-041,90,1,0,0,,,,0,0,,,,,,,0,,
11,Brad Friedel,,us USA,GK,39-103,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,1,0,,,,4,0,,,,,,,0,,
