,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ivan Toney,17.0,eng ENG,FW,26-004,90,29,0,2,8,20,6,29,3,2,66.7,1,33.3,13,57,37,1,0,1,4,0,24,7
1,Yoane Wissa,11.0,cd COD,LW,25-198,90,30,1,4,9,18,4,30,2,2,100.0,0,0.0,18,67,27,1,0,1,2,0,21,11
2,Bryan Mbeumo,19.0,cm CMR,RW,22-225,90,40,0,1,19,21,6,40,1,0,0.0,1,100.0,24,119,53,1,1,1,1,3,30,9
3,Vitaly Janelt,27.0,de GER,CM,23-314,55,38,0,7,19,12,3,38,0,0,,0,,19,104,19,0,0,0,4,1,27,3
4,Shandon Baptiste,26.0,gd GRN,CM,23-346,35,23,0,2,8,13,2,23,6,3,50.0,3,50.0,14,64,56,2,1,0,1,0,16,2
5,Christian Nørgaard,6.0,dk DEN,CM,28-010,90,72,1,22,41,9,0,72,1,1,100.0,0,0.0,29,117,65,1,4,0,1,2,48,2
6,Mathias Jensen,8.0,dk DEN,CM,26-078,90,55,0,10,30,16,1,55,2,2,100.0,0,0.0,24,141,75,1,1,0,1,1,33,3
7,Rico Henry,3.0,eng ENG,LB,24-255,73,49,2,20,23,8,0,49,1,1,100.0,0,0.0,27,204,131,5,2,0,2,2,29,3
8,Tariqe Fosu,24.0,gh GHA,LB,26-135,17,10,0,0,3,7,3,10,0,0,,0,,7,62,53,3,1,1,0,0,8,4
9,Ethan Pinnock,5.0,jm JAM,CB,28-295,90,64,8,34,18,12,1,64,0,0,,0,,27,168,150,0,0,0,0,0,39,1
10,Pontus Jansson,18.0,se SWE,CB,31-035,90,70,12,46,18,6,6,70,0,0,,0,,30,182,118,0,0,0,1,0,49,1
11,Kristoffer Ajer,20.0,no NOR,RB,23-337,65,42,1,18,16,8,3,42,0,0,,0,,15,111,63,2,2,0,0,0,25,2
12,Mads Roerslev,30.0,dk DEN,RB,22-269,25,17,0,4,8,5,0,17,0,0,,0,,7,32,14,0,0,0,0,0,12,3
13,David Raya,1.0,es ESP,GK,26-186,90,57,42,51,6,0,0,57,0,0,,0,,38,249,141,0,0,0,0,0,38,0
14,14 Players,,,,,990,596,67,221,226,155,35,596,16,11,68.8,5,31.3,292,1677,1002,17,12,4,17,9,399,51
