,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Sadio Mané,10.0,sn SEN,FW,29-319,90,78,0,2,51,25,6,78,4,2,50.0,2,50.0,65,332,145,5,3,3,4,3,68,7
1,Luis Díaz,23.0,co COL,LW,25-041,84,62,0,4,30,28,5,62,8,6,75.0,2,25.0,44,242,134,4,3,3,2,1,48,8
2,Divock Origi,27.0,be BEL,LW,26-311,6,2,0,0,1,1,1,2,0,0,,0,,1,4,4,0,0,0,0,0,2,1
3,Mohamed Salah,11.0,eg EGY,RW,29-253,90,66,0,2,27,37,9,64,4,0,0.0,4,100.0,49,246,134,5,5,3,2,3,52,14
4,Thiago Alcántara,6.0,es ESP,LM,30-318,67,65,0,8,47,12,0,65,0,0,,0,,48,190,94,1,2,0,2,0,47,0
5,Jordan Henderson,14.0,eng ENG,LM,31-251,23,21,0,2,11,8,1,21,1,0,0.0,1,100.0,14,73,2,0,0,0,0,0,16,3
6,Fabinho,3.0,br BRA,CM,28-123,90,51,1,10,34,8,2,51,2,1,50.0,1,50.0,32,120,79,1,0,0,1,0,36,3
7,Curtis Jones,17.0,eng ENG,RM,21-024,76,66,1,11,42,15,4,66,7,7,100.0,0,0.0,57,300,116,1,0,1,1,1,55,6
8,James Milner,7.0,eng ENG,RM,36-050,14,15,0,3,10,2,0,15,0,0,,0,,15,54,21,0,1,0,0,0,11,1
9,Andrew Robertson,26.0,sct SCO,LB,27-349,90,69,1,9,37,24,3,69,2,1,50.0,1,50.0,37,177,120,5,4,0,1,0,36,5
10,Virgil van Dijk,4.0,nl NED,CB,30-230,90,104,7,54,45,5,3,104,1,1,100.0,0,0.0,83,378,216,2,0,0,0,0,86,0
11,Joël Matip,32.0,cm CMR,CB,30-199,90,98,8,39,55,4,2,98,0,0,,0,,80,511,434,2,1,0,0,0,75,1
12,Trent Alexander-Arnold,66.0,eng ENG,RB,23-139,90,59,2,13,26,20,4,59,3,2,66.7,1,33.3,30,199,39,1,0,1,4,1,34,11
13,Alisson,1.0,br BRA,GK,29-144,90,65,36,65,0,0,0,65,0,0,,0,,51,145,93,0,0,0,0,0,45,0
14,14 Players,,,,,990,821,56,222,416,189,40,819,32,20,62.5,12,37.5,606,2971,1631,27,19,11,17,9,611,60
