,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Ivan Toney,17.0,eng ENG,FW,25-193,90,0,1,0,0,3,0,0,0,35,1,2,0,0.2,0.2,0.9,4,1,15,25,60.0,6,21,0,1,1
1,Bryan Mbeumo,19.0,cm CMR,"FW,RW",22-049,90,0,0,0,0,1,0,0,0,34,0,0,2,0.7,0.7,0.1,3,0,14,25,56.0,0,22,6,4,3
2,Vitaly Janelt,27.0,de GER,CM,23-138,90,1,0,0,0,1,1,0,0,44,2,1,0,0.4,0.4,0.1,2,0,25,36,69.4,5,20,2,0,0
3,Christian Nørgaard,6.0,dk DEN,CM,27-199,77,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.2,0,0,24,29,82.8,4,12,0,0,0
4,Yoane Wissa,11.0,cd COD,LW,25-022,13,1,0,0,0,2,1,0,0,6,0,0,0,0.5,0.5,0.0,1,1,1,3,33.3,1,3,0,0,0
5,Frank Onyeka,15.0,ng NGA,CM,23-267,67,0,0,0,0,2,0,1,0,22,2,0,2,0.1,0.1,0.0,0,0,8,11,72.7,1,8,0,1,1
6,Shandon Baptiste,26.0,gd GRN,CM,23-170,23,0,0,0,0,0,0,0,0,16,2,0,0,0.0,0.0,0.0,1,0,10,11,90.9,0,8,0,0,0
7,Rico Henry,3.0,eng ENG,"WB,LM",24-079,90,0,0,0,0,1,0,0,0,33,2,1,1,0.0,0.0,0.0,1,0,18,22,81.8,3,20,1,4,2
8,Sergi Canós,7.0,es ESP,"WB,RM",24-235,90,0,0,0,0,0,0,0,0,39,1,3,2,0.0,0.0,0.0,3,1,17,28,60.7,2,16,1,1,1
9,Ethan Pinnock,5.0,jm JAM,CB,28-119,42,1,0,0,0,1,1,0,0,26,0,1,1,0.2,0.2,0.0,1,0,15,18,83.3,3,4,0,0,0
10,Mathias Jørgensen,22.0,dk DEN,CB,31-155,48,0,0,0,0,0,0,0,0,26,1,2,0,0.0,0.0,0.0,0,0,12,20,60.0,0,6,0,0,0
11,Pontus Jansson,18.0,se SWE,CB,30-224,90,0,0,0,0,1,0,0,0,27,0,3,1,0.2,0.2,0.0,1,1,9,15,60.0,1,5,0,0,0
12,Kristoffer Ajer,20.0,no NOR,CB,23-161,90,0,0,0,0,0,0,0,0,30,1,2,2,0.0,0.0,0.0,1,0,13,20,65.0,1,12,0,0,0
13,David Raya,1.0,es ESP,GK,26-010,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,1,0,20,44,45.5,0,27,0,0,0
14,14 Players,,,,,990,3,1,0,0,12,3,1,0,422,14,15,11,2.2,2.2,1.3,19,4,201,307,65.5,27,184,10,11,8
