,num,joueur
0,,Fitz Hall
1,,Shaun Wright-Phillips
2,,Anton Ferdinand
3,,Nedum Onuoha
4,,Joey Barton
5,,Bobby Zamora
6,,Adel Taarabt
7,,Ákos Buzsáky
8,,Armand Traoré
9,,
10,,Radek Černý
