,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
30,2017-03-08,20:00 ,Premier League,Matchweek 28,Wed,Away,D,0,0,Manchester City,35,"52,625",Ryan Shawcross,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/a1c52fa9/Manchester-City-Stoke-City-March-8-2017-Premier-League,
31,2017-03-18,15:00 ,Premier League,Matchweek 29,Sat,Home,L,1,2,Chelsea,36,"27,724",Ryan Shawcross,4-4-2,Anthony Taylor,https://fbref.com/en/matches/8236f1ea/Stoke-City-Chelsea-March-18-2017-Premier-League,
32,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Away,L,0,2,Leicester City,52,"31,958",Ryan Shawcross,4-4-2,Lee Mason,https://fbref.com/en/matches/6a26d075/Leicester-City-Stoke-City-April-1-2017-Premier-League,
33,2017-04-04,19:45 ,Premier League,Matchweek 31,Tue,Away,L,0,1,Burnley,52,"19,881",Ryan Shawcross,3-4-3,Kevin Friend,https://fbref.com/en/matches/5d96a379/Burnley-Stoke-City-April-4-2017-Premier-League,
34,2017-04-08,15:00 ,Premier League,Matchweek 32,Sat,Home,L,1,2,Liverpool,44,"27,568",Ryan Shawcross,4-4-2,Mike Dean,https://fbref.com/en/matches/70662360/Stoke-City-Liverpool-April-8-2017-Premier-League,
35,2017-04-15,15:00 ,Premier League,Matchweek 33,Sat,Home,W,3,1,Hull City,45,"27,505",Ryan Shawcross,3-4-3,Stuart Attwell,https://fbref.com/en/matches/613431fe/Stoke-City-Hull-City-April-15-2017-Premier-League,
36,2017-04-22,15:00 ,Premier League,Matchweek 34,Sat,Away,L,0,2,Swansea City,55,"20,566",Ryan Shawcross,4-4-2,Michael Oliver,https://fbref.com/en/matches/2be68b39/Swansea-City-Stoke-City-April-22-2017-Premier-League,
37,2017-04-29,15:00 ,Premier League,Matchweek 35,Sat,Home,D,0,0,West Ham,57,"27,628",Ryan Shawcross,4-2-3-1,Lee Probert,https://fbref.com/en/matches/97ae959a/Stoke-City-West-Ham-United-April-29-2017-Premier-League,
38,2017-05-06,15:00 ,Premier League,Matchweek 36,Sat,Away,D,2,2,Bournemouth,42,"11,046",Ryan Shawcross,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/c45e2f28/Bournemouth-Stoke-City-May-6-2017-Premier-League,
39,2017-05-13,17:30 ,Premier League,Matchweek 37,Sat,Home,L,1,4,Arsenal,33,"27,535",Ryan Shawcross,4-2-3-1,Mike Dean,https://fbref.com/en/matches/465be7c9/Stoke-City-Arsenal-May-13-2017-Premier-League,
40,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Away,W,1,0,Southampton,39,"31,286",Ryan Shawcross,3-4-3,Lee Probert,https://fbref.com/en/matches/8ebc6e14/Southampton-Stoke-City-May-21-2017-Premier-League,
