,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Ivan Toney,17.0,eng ENG,FW,26-031,90,14,24,58.3,153,40,11,16,68.8,2,4,50.0,0,1,0.0,0,0.1,0.0,3,1,0,0,2
1,Yoane Wissa,11.0,cd COD,LW,25-225,65,9,13,69.2,114,9,7,8,87.5,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
2,Saman Ghoddos,14.0,ir IRN,LW,28-222,25,5,6,83.3,65,0,4,4,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
3,Bryan Mbeumo,19.0,cm CMR,RW,22-252,90,22,32,68.8,250,34,17,21,81.0,4,6,66.7,0,1,0.0,0,0.0,0.1,1,1,0,0,1
4,Christian Eriksen,21.0,dk DEN,LM,30-061,90,45,60,75.0,992,295,13,17,76.5,18,20,90.0,12,21,57.1,1,1.0,0.6,3,10,1,1,8
5,Christian Nørgaard,6.0,dk DEN,CM,28-037,90,39,45,86.7,686,228,18,18,100.0,16,20,80.0,4,6,66.7,0,0.0,0.0,1,5,0,0,7
6,Vitaly Janelt,27.0,de GER,RM,23-341,73,8,16,50.0,94,24,4,6,66.7,3,7,42.9,0,1,0.0,0,0.0,0.0,0,1,0,0,1
7,Mathias Jensen,8.0,dk DEN,RM,26-105,17,6,9,66.7,63,0,5,6,83.3,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0
8,Rico Henry,3.0,eng ENG,LB,24-282,90,33,51,64.7,535,292,23,27,85.2,5,14,35.7,5,9,55.6,0,0.1,0.1,1,4,3,2,5
9,Ethan Pinnock,5.0,jm JAM,CB,28-322,20,10,14,71.4,186,68,4,6,66.7,4,4,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0
10,Mads Bech Sørensen,29.0,dk DEN,CB,23-099,70,33,42,78.6,696,236,10,12,83.3,19,24,79.2,4,6,66.7,0,0.1,0.1,2,0,1,1,0
11,Pontus Jansson,18.0,se SWE,CB,31-062,90,30,40,75.0,571,173,10,14,71.4,18,19,94.7,2,7,28.6,0,0.1,0.0,1,2,0,0,1
12,Kristoffer Ajer,20.0,no NOR,RB,23-364,90,30,50,60.0,519,320,13,17,76.5,12,21,57.1,4,9,44.4,1,0.4,0.3,2,2,1,0,5
13,David Raya,1.0,es ESP,GK,26-213,90,36,39,92.3,1152,830,3,3,100.0,19,19,100.0,14,17,82.4,0,0.0,0.0,0,3,0,0,0
14,14 Players,,,,,990,320,441,72.6,6076,2549,142,175,81.1,123,164,75.0,48,85,56.5,2,1.8,1.3,14,29,6,4,30
