,num,joueur
0,,Robert Green
1,,Andros Townsend
2,,Christopher Samba
3,,Stéphane Mbia
4,,Clint Hill
5,,Fábio
6,,Loïc Rémy
7,,Park Ji-sung
8,,Junior Hoilett
9,,José Bosingwa
10,,Bobby Zamora
