,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Eden Hazard,10.0,be BEL,"FW,AM",26-350,90,0,0,0,0,3,0,3,1,0,0,0,0,3,1,1,50.0
1,Pedro,11.0,es ESP,AM,30-148,62,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,
2,Cesc Fàbregas,4.0,es ESP,AM,30-233,28,0,0,0,0,0,1,7,0,0,0,0,0,2,1,1,50.0
3,Willian,22.0,br BRA,AM,29-136,70,0,0,0,1,3,1,2,0,0,0,0,0,3,0,1,0.0
4,Michy Batshuayi,23.0,be BEL,FW,24-082,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,Tiemoué Bakayoko,14.0,fr FRA,CM,23-128,90,0,0,0,0,0,0,0,2,4,0,0,0,12,1,3,25.0
6,N'Golo Kanté,7.0,fr FRA,CM,26-269,90,0,0,0,0,0,0,1,1,1,0,0,0,8,2,1,66.7
7,Marcos Alonso,3.0,es ESP,WB,26-360,90,0,0,0,2,0,0,5,1,2,0,0,0,8,1,4,20.0
8,Victor Moses,15.0,ng NGA,WB,27-011,80,0,0,0,0,2,0,9,0,2,0,0,0,7,1,3,25.0
9,Davide Zappacosta,21.0,it ITA,WB,25-195,10,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,
10,Antonio Rüdiger,2.0,de GER,CB,24-295,90,0,0,0,0,0,0,1,1,0,0,0,0,6,3,0,100.0
11,Andreas Christensen,27.0,dk DEN,CB,21-257,90,0,0,0,1,0,0,0,1,0,0,0,0,13,3,1,75.0
12,César Azpilicueta,28.0,es ESP,CB,28-117,90,0,0,0,0,0,0,2,0,1,0,0,0,3,3,7,30.0
13,Thibaut Courtois,13.0,be BEL,GK,25-226,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,0,0,0,4,8,4,35,8,10,0,0,0,70,16,22,42.1
