,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Chris Wood,11.0,nz NZL,FW,27-093,78,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,11,16,68.8,0,12,1,1,1
1,Peter Crouch,15.0,eng ENG,FW,38-039,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,0,0,0,0
2,Ashley Barnes,10.0,eng ENG,FW,29-131,85,0,0,0,0,0,0,0,0,27,2,0,2,0.0,0.0,0.0,0,0,8,18,44.4,2,12,1,1,1
3,Matěj Vydra,27.0,cz CZE,FW,26-313,5,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.4,2,2,2,3,66.7,0,2,0,0,0
4,Dwight McNeil,31.0,eng ENG,LM,19-108,90,0,0,0,0,0,0,0,0,39,0,0,1,0.0,0.0,0.0,1,1,17,29,58.6,4,27,9,6,4
5,Jack Cork,4.0,eng ENG,CM,29-258,90,0,0,0,0,0,0,0,0,47,5,1,4,0.0,0.0,0.0,1,1,24,30,80.0,2,14,0,1,1
6,Ashley Westwood,18.0,eng ENG,CM,28-343,90,1,0,0,0,1,1,0,0,58,3,1,0,0.0,0.0,0.0,0,0,26,47,55.3,2,15,0,0,0
7,Jeff Hendrick,13.0,ie IRL,RM,27-038,78,0,0,0,0,1,0,0,0,27,0,0,3,0.0,0.0,0.0,0,0,6,16,37.5,1,10,0,3,0
8,Jóhann Berg Guðmundsson,7.0,is ISL,RM,28-134,12,1,0,0,0,1,1,0,0,8,0,0,0,0.4,0.4,0.0,0,0,5,5,100.0,1,7,1,0,0
9,Charlie Taylor,3.0,eng ENG,LB,25-173,90,0,0,0,0,0,0,0,0,75,6,1,4,0.0,0.0,0.0,1,0,32,46,69.6,6,22,3,5,1
10,Ben Mee,6.0,eng ENG,CB,29-170,90,0,0,0,0,0,0,0,0,35,5,0,0,0.0,0.0,0.0,0,0,15,25,60.0,1,7,1,0,0
11,James Tarkowski,5.0,eng ENG,CB,26-111,90,0,0,0,0,0,0,0,0,46,3,2,4,0.0,0.0,0.0,0,0,19,32,59.4,4,12,0,2,2
12,Phil Bardsley,26.0,sct SCO,RB,33-255,90,0,0,0,0,0,0,0,0,48,2,1,1,0.0,0.0,0.0,0,0,22,39,56.4,2,12,0,0,0
13,Tom Heaton,1.0,eng ENG,GK,32-329,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,10,28,35.7,0,7,0,0,0
14,14 Players,,,,,990,2,1,0,0,3,2,0,0,474,27,6,19,0.4,0.4,0.4,5,4,201,340,59.1,25,159,16,19,10
