,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Alexandre Lacazette,9.0,fr FRA,FW,29-325,69,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
1,Eddie Nketiah,30.0,eng ENG,FW,21-323,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Gabriel Martinelli,35.0,br BRA,"LW,RW",19-304,90,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,1,0
3,Bukayo Saka,7.0,eng ENG,"RW,RB",19-225,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
4,Emile Smith Rowe,32.0,eng ENG,AM,20-264,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
5,Dani Ceballos,8.0,es ESP,DM,24-254,90,2,2,0,0,2,0,1,0.0,1,2,0,2,2,4,1,0
6,Mohamed Elneny,25.0,eg EGY,DM,28-281,67,3,1,1,2,0,0,1,0.0,1,0,0,0,2,5,0,0
7,Thomas Partey,18.0,gh GHA,DM,27-309,23,3,3,2,1,0,3,5,60.0,2,0,0,0,0,3,0,0
8,Granit Xhaka,34.0,ch SUI,LB,28-203,90,4,1,0,3,1,4,4,100.0,0,0,0,0,0,4,0,0
9,Gabriel Dos Santos,6.0,br BRA,CB,23-120,90,2,0,2,0,0,0,0,,0,1,1,0,2,4,1,0
10,Rob Holding,16.0,eng ENG,CB,25-210,90,1,0,1,0,0,0,0,,0,1,1,0,0,1,4,0
11,Héctor Bellerín,2.0,es ESP,RB,26-030,67,2,1,1,0,1,2,2,100.0,0,0,0,0,2,4,0,0
12,Nicolas Pépé,19.0,ci CIV,LW,25-324,23,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
13,Mathew Ryan,33.0,au AUS,GK,29-010,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,18,8,8,6,4,10,21,47.6,11,6,2,4,8,26,7,0
