,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,David McGoldrick,17.0,ie IRL,"FW,AM",33-139,90,0,0,0,0,0,0,1,0,2,0,0,0,2,3,2,60.0
1,Rhian Brewster,24.0,eng ENG,AM,21-016,74,1,0,0,2,1,0,1,0,1,0,0,0,1,1,2,33.3
2,Oliver Burke,14.0,sct SCO,"FW,AM",24-010,16,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,
3,Ben Osborn,23.0,eng ENG,AM,26-255,74,0,0,0,0,2,1,4,0,0,0,0,0,4,0,0,
4,Lys Mousset,11.0,fr FRA,"FW,CM",25-068,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
5,John Fleck,4.0,sct SCO,CM,29-236,90,0,0,0,3,1,0,1,1,1,0,0,0,10,1,0,100.0
6,Oliver Norwood,16.0,nir NIR,CM,30-005,90,0,0,0,3,1,0,5,0,0,0,0,0,9,0,0,
7,Enda Stevens,3.0,ie IRL,WB,30-282,90,1,0,0,1,1,0,2,1,2,0,0,0,6,1,1,50.0
8,George Baldock,2.0,gr GRE,"WB,CB",28-039,90,0,0,0,1,0,0,5,0,1,0,0,0,2,0,0,
9,Kean Bryan,29.0,eng ENG,CB,24-167,90,0,0,0,2,2,0,4,1,1,0,0,0,4,5,5,50.0
10,John Egan,12.0,ie IRL,CB,28-179,90,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,0.0
11,Ethan Ampadu,22.0,wls WAL,CB,20-215,82,0,0,0,3,0,0,3,2,1,0,0,0,2,0,0,
12,Jayden Bogle,20.0,eng ENG,WB,20-264,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,Aaron Ramsdale,1.0,eng ENG,GK,22-338,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
14,14 Players,,,,,990,2,0,0,15,8,2,28,6,11,0,0,0,45,11,15,42.3
