,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Glenn Murray,17.0,eng ENG,FW,35-214,90,0,0,0,2,2,2,0,0,0,0,0,0,0,8,5,61.5
1,Florin Andone,10.0,ro ROU,FW,26-016,45,1,0,0,1,2,0,0,1,0,0,0,0,2,1,1,50.0
2,Solly March,20.0,eng ENG,RM,24-281,45,0,0,0,0,0,0,8,0,1,0,0,0,3,2,0,100.0
3,José Izquierdo,19.0,co COL,LM,26-294,65,0,0,0,0,0,1,0,0,1,0,0,0,4,1,1,50.0
4,Anthony Knockaert,11.0,fr FRA,LM,27-158,25,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,100.0
5,Beram Kayal,7.0,il ISR,CM,30-360,48,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0.0
6,Yves Bissouma,8.0,ml MLI,CM,22-240,42,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,100.0
7,Dale Stephens,6.0,eng ENG,CM,29-319,90,0,0,0,1,0,0,0,3,0,0,0,0,7,0,1,0.0
8,Pascal Groß,13.0,de GER,"FW,RM",27-316,90,0,0,0,1,1,0,11,0,0,0,0,0,3,1,1,50.0
9,Bernardo,30.0,br BRA,LB,23-348,90,0,0,0,0,2,0,5,0,1,0,0,0,6,4,0,100.0
10,Lewis Dunk,5.0,eng ENG,CB,27-157,90,0,0,0,0,1,0,0,2,0,0,0,0,9,2,2,50.0
11,Shane Duffy,4.0,ie IRL,CB,27-116,90,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1,87.5
12,Bruno,2.0,es ESP,RB,38-208,90,0,0,0,1,1,0,3,0,1,0,0,0,4,2,1,66.7
13,Mathew Ryan,1.0,au AUS,GK,27-019,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,2,0,0,7,9,3,32,6,5,0,0,0,51,30,15,66.7
