,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-13,13:30 ,Premier League,Matchweek 1,Sun,Home,L,0,2,Tottenham,0.8,2.5,28,"52,077",Jonjo Shelvey,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/d8a995d7/Newcastle-United-Tottenham-Hotspur-August-13-2017-Premier-League,
1,2017-08-20,13:30 ,Premier League,Matchweek 2,Sun,Away,L,0,1,Huddersfield,0.7,0.3,48,"24,128",Jamaal Lascelles,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/3786388c/Huddersfield-Town-Newcastle-United-August-20-2017-Premier-League,
3,2017-08-26,15:00 ,Premier League,Matchweek 3,Sat,Home,W,3,0,West Ham,2.3,0.6,37,"52,093",Jamaal Lascelles,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/b7de45b7/Newcastle-United-West-Ham-United-August-26-2017-Premier-League,
4,2017-09-10,16:00 ,Premier League,Matchweek 4,Sun,Away,W,1,0,Swansea City,1.0,1.2,38,"20,872",Jamaal Lascelles,4-2-3-1,Mike Jones,https://fbref.com/en/matches/d9c661eb/Swansea-City-Newcastle-United-September-10-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Home,W,2,1,Stoke City,2.0,0.7,42,"51,795",Jamaal Lascelles,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/349276f6/Newcastle-United-Stoke-City-September-16-2017-Premier-League,
6,2017-09-24,16:00 ,Premier League,Matchweek 6,Sun,Away,L,0,1,Brighton,1.5,1.0,51,"30,468",Jamaal Lascelles,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/a7efd775/Brighton-and-Hove-Albion-Newcastle-United-September-24-2017-Premier-League,
7,2017-10-01,16:30 ,Premier League,Matchweek 7,Sun,Home,D,1,1,Liverpool,0.3,1.3,33,"52,303",Jamaal Lascelles,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/b1b3ecb9/Newcastle-United-Liverpool-October-1-2017-Premier-League,
8,2017-10-15,16:00 ,Premier League,Matchweek 8,Sun,Away,D,2,2,Southampton,1.2,1.5,38,"31,437",Jamaal Lascelles,4-4-2,Kevin Friend,https://fbref.com/en/matches/a479dc92/Southampton-Newcastle-United-October-15-2017-Premier-League,
9,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Home,W,1,0,Crystal Palace,0.3,0.5,54,"52,251",Jamaal Lascelles,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/ab9171ec/Newcastle-United-Crystal-Palace-October-21-2017-Premier-League,
10,2017-10-30,20:00 ,Premier League,Matchweek 10,Mon,Away,L,0,1,Burnley,0.5,0.9,53,"21,031",Jamaal Lascelles,4-2-3-1,Mike Dean,https://fbref.com/en/matches/d41003f2/Burnley-Newcastle-United-October-30-2017-Premier-League,
11,2017-11-04,15:00 ,Premier League,Matchweek 11,Sat,Home,L,0,1,Bournemouth,0.7,1.5,48,"52,237",Jamaal Lascelles,4-4-2,Paul Tierney,https://fbref.com/en/matches/b2dc70f2/Newcastle-United-Bournemouth-November-4-2017-Premier-League,
12,2017-11-18,17:30 ,Premier League,Matchweek 12,Sat,Away,L,1,4,Manchester Utd,1.1,3.1,35,"75,035",Jonjo Shelvey,4-4-2,Craig Pawson,https://fbref.com/en/matches/a624cbc4/Manchester-United-Newcastle-United-November-18-2017-Premier-League,
13,2017-11-25,15:00 ,Premier League,Matchweek 13,Sat,Home,L,0,3,Watford,0.9,2.0,53,"52,188",Jonjo Shelvey,4-4-2,Chris Kavanagh,https://fbref.com/en/matches/dfc83a02/Newcastle-United-Watford-November-25-2017-Premier-League,
14,2017-11-28,20:00 ,Premier League,Matchweek 14,Tue,Away,D,2,2,West Brom,0.9,1.5,52,"25,534",Ciaran Clark,4-2-3-1,Lee Probert,https://fbref.com/en/matches/c9a6291f/West-Bromwich-Albion-Newcastle-United-November-28-2017-Premier-League,
15,2017-12-02,12:30 ,Premier League,Matchweek 15,Sat,Away,L,1,3,Chelsea,0.6,3.2,35,"41,538",Ciaran Clark,3-4-3,Kevin Friend,https://fbref.com/en/matches/66efb2b9/Chelsea-Newcastle-United-December-2-2017-Premier-League,
16,2017-12-09,17:30 ,Premier League,Matchweek 16,Sat,Home,L,2,3,Leicester City,0.9,0.5,38,"52,117",Ciaran Clark,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/14f71230/Newcastle-United-Leicester-City-December-9-2017-Premier-League,
17,2017-12-13,19:45 ,Premier League,Matchweek 17,Wed,Home,L,0,1,Everton,0.8,1.2,55,"51,042",Jamaal Lascelles,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/73b5607f/Newcastle-United-Everton-December-13-2017-Premier-League,
18,2017-12-16,15:00 ,Premier League,Matchweek 18,Sat,Away,L,0,1,Arsenal,0.3,1.8,29,"59,379",Jamaal Lascelles,4-4-2,Stuart Attwell,https://fbref.com/en/matches/2d7430b9/Arsenal-Newcastle-United-December-16-2017-Premier-League,
19,2017-12-23,15:00 ,Premier League,Matchweek 19,Sat,Away,W,3,2,West Ham,1.7,2.1,36,"56,955",Jamaal Lascelles,4-4-2,Lee Mason,https://fbref.com/en/matches/f30add1b/West-Ham-United-Newcastle-United-December-23-2017-Premier-League,
20,2017-12-27,19:45 ,Premier League,Matchweek 20,Wed,Home,L,0,1,Manchester City,0.2,1.8,23,"52,311",Jamaal Lascelles,5-4-1,Andre Marriner,https://fbref.com/en/matches/31a533e7/Newcastle-United-Manchester-City-December-27-2017-Premier-League,
21,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Home,D,0,0,Brighton,0.5,0.5,46,"52,209",Jamaal Lascelles,4-4-2,Anthony Taylor,https://fbref.com/en/matches/edf48b64/Newcastle-United-Brighton-and-Hove-Albion-December-30-2017-Premier-League,
22,2018-01-01,15:00 ,Premier League,Matchweek 22,Mon,Away,W,1,0,Stoke City,1.7,1.5,41,"28,471",Jamaal Lascelles,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/dcd9c8a8/Stoke-City-Newcastle-United-January-1-2018-Premier-League,
24,2018-01-13,15:00 ,Premier League,Matchweek 23,Sat,Home,D,1,1,Swansea City,1.4,1.3,42,"51,444",Jamaal Lascelles,4-2-3-1,Graham Scott,https://fbref.com/en/matches/2f39646c/Newcastle-United-Swansea-City-January-13-2018-Premier-League,
25,2018-01-20,17:30 ,Premier League,Matchweek 24,Sat,Away,L,1,3,Manchester City,1.0,2.1,20,"54,452",Jamaal Lascelles,5-4-1,Paul Tierney,https://fbref.com/en/matches/d2e55b6f/Manchester-City-Newcastle-United-January-20-2018-Premier-League,
27,2018-01-31,19:45 ,Premier League,Matchweek 25,Wed,Home,D,1,1,Burnley,2.2,1.0,52,"50,174",Jamaal Lascelles,4-4-1-1,Simon Hooper,https://fbref.com/en/matches/e2a83944/Newcastle-United-Burnley-January-31-2018-Premier-League,
28,2018-02-04,14:15 ,Premier League,Matchweek 26,Sun,Away,D,1,1,Crystal Palace,0.9,3.0,45,"25,746",Jamaal Lascelles,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/8849f87b/Crystal-Palace-Newcastle-United-February-4-2018-Premier-League,
29,2018-02-11,14:15 ,Premier League,Matchweek 27,Sun,Home,W,1,0,Manchester Utd,0.5,1.9,36,"52,309",Jamaal Lascelles,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/a58f05b9/Newcastle-United-Manchester-United-February-11-2018-Premier-League,
30,2018-02-24,15:00 ,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,3.0,1.7,37,"10,808",Jamaal Lascelles,4-4-1-1,Roger East,https://fbref.com/en/matches/c3df70b9/Bournemouth-Newcastle-United-February-24-2018-Premier-League,
31,2018-03-03,17:30 ,Premier League,Matchweek 29,Sat,Away,L,0,2,Liverpool,0.3,1.5,30,"53,287",Jamaal Lascelles,3-4-3,Graham Scott,https://fbref.com/en/matches/0280920f/Liverpool-Newcastle-United-March-3-2018-Premier-League,
32,2018-03-10,15:00 ,Premier League,Matchweek 30,Sat,Home,W,3,0,Southampton,1.3,0.3,37,"52,246",Jamaal Lascelles,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/4fd6c2ee/Newcastle-United-Southampton-March-10-2018-Premier-League,
33,2018-03-31,15:00 ,Premier League,Matchweek 32,Sat,Home,W,1,0,Huddersfield,2.4,0.1,63,"52,261",Jamaal Lascelles,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/f7c1128f/Newcastle-United-Huddersfield-Town-March-31-2018-Premier-League,
34,2018-04-07,15:00 ,Premier League,Matchweek 33,Sat,Away,W,2,1,Leicester City,0.4,1.4,35,"32,066",Jamaal Lascelles,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/4acfb58c/Leicester-City-Newcastle-United-April-7-2018-Premier-League,
35,2018-04-15,13:30 ,Premier League,Matchweek 34,Sun,Home,W,2,1,Arsenal,0.8,1.2,29,"52,210",Jamaal Lascelles,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/a4ac40df/Newcastle-United-Arsenal-April-15-2018-Premier-League,
36,2018-04-23,20:00 ,Premier League,Matchweek 35,Mon,Away,L,0,1,Everton,0.8,0.7,44,"39,061",Jamaal Lascelles,4-4-1-1,Robert Madley,https://fbref.com/en/matches/1e1e3394/Everton-Newcastle-United-April-23-2018-Premier-League,
37,2018-04-28,15:00 ,Premier League,Matchweek 36,Sat,Home,L,0,1,West Brom,1.8,0.7,62,"52,283",Jamaal Lascelles,4-4-1-1,David Coote,https://fbref.com/en/matches/229ca929/Newcastle-United-West-Bromwich-Albion-April-28-2018-Premier-League,
38,2018-05-05,15:00 ,Premier League,Matchweek 37,Sat,Away,L,1,2,Watford,0.7,2.5,61,"20,375",Jamaal Lascelles,4-4-1-1,Roger East,https://fbref.com/en/matches/f337e187/Watford-Newcastle-United-May-5-2018-Premier-League,
39,2018-05-09,20:00 ,Premier League,Matchweek 31,Wed,Away,L,0,1,Tottenham,1.0,0.8,37,"54,923",Jamaal Lascelles,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/90f41993/Tottenham-Hotspur-Newcastle-United-May-9-2018-Premier-League,
40,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Home,W,3,0,Chelsea,2.2,1.0,42,"52,294",Jamaal Lascelles,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/8bb22e44/Newcastle-United-Chelsea-May-13-2018-Premier-League,
