,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Wout Weghorst,9.0,nl NED,FW,29-246,55,9,15,60.0,141,47,4,6,66.7,4,7,57.1,1,1,100.0,0,0.0,0.0,0,2,0,0,3
1,Matěj Vydra,27.0,cz CZE,FW,29-344,35,3,5,60.0,29,0,3,4,75.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Jay Rodriguez,19.0,eng ENG,FW,32-255,83,11,20,55.0,218,82,5,8,62.5,4,8,50.0,2,3,66.7,0,0.1,0.0,1,2,1,0,4
3,Ashley Barnes,10.0,eng ENG,FW,32-162,7,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
4,Maxwel Cornet,20.0,ci CIV,LM,25-195,90,21,36,58.3,384,109,10,15,66.7,5,10,50.0,4,9,44.4,0,0.2,0.1,2,3,2,2,3
5,Josh Brownhill,8.0,eng ENG,CM,26-112,90,43,54,79.6,654,206,24,27,88.9,15,20,75.0,2,2,100.0,0,0.0,0.2,1,4,4,2,6
6,Ashley Westwood,18.0,eng ENG,CM,32-009,90,42,67,62.7,919,287,14,20,70.0,20,27,74.1,8,18,44.4,0,0.0,0.1,2,8,3,1,8
7,Aaron Lennon,17.0,eng ENG,RM,34-359,63,15,25,60.0,201,32,11,14,78.6,4,7,57.1,0,0,,0,0.1,0.0,1,1,0,0,3
8,Dwight McNeil,11.0,eng ENG,RM,22-139,27,12,14,85.7,252,87,4,4,100.0,6,7,85.7,2,3,66.7,0,0.7,0.3,1,2,2,1,2
9,Charlie Taylor,3.0,eng ENG,LB,28-204,90,47,56,83.9,803,350,24,26,92.3,21,21,100.0,2,8,25.0,0,0.2,0.2,1,5,1,1,8
10,James Tarkowski,5.0,eng ENG,CB,29-142,90,23,39,59.0,584,303,9,11,81.8,6,9,66.7,8,17,47.1,0,0.0,0.0,0,4,0,0,5
11,Nathan Collins,22.0,ie IRL,CB,20-345,90,32,47,68.1,651,251,12,15,80.0,15,22,68.2,5,10,50.0,0,0.0,0.0,0,4,1,0,4
12,Matthew Lowton,2.0,eng ENG,RB,32-305,90,47,72,65.3,959,419,19,26,73.1,17,25,68.0,11,21,52.4,0,0.1,0.1,2,3,0,0,5
13,Nick Pope,1.0,eng ENG,GK,29-356,90,15,33,45.5,690,644,1,1,100.0,1,1,100.0,13,31,41.9,0,0.0,0.0,0,2,0,0,0
14,14 Players,,,,,990,320,483,66.3,6485,2817,140,177,79.1,118,165,71.5,58,123,47.2,0,1.4,1.1,11,40,14,7,51
