,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2015-08-08,15:00 ,Premier League,Matchweek 1,Sat,Home,L,0,1,Aston Villa,58,"11,155",Tommy Elphick,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/df747efb/Bournemouth-Aston-Villa-August-8-2015-Premier-League,
1,2015-08-17,20:00 ,Premier League,Matchweek 2,Mon,Away,L,0,1,Liverpool,45,"44,102",Tommy Elphick,4-4-2,Craig Pawson,https://fbref.com/en/matches/c1722c83/Liverpool-Bournemouth-August-17-2015-Premier-League,
2,2015-08-22,15:00 ,Premier League,Matchweek 3,Sat,Away,W,4,3,West Ham,54,"34,977",Tommy Elphick,4-4-2,Jonathan Moss,https://fbref.com/en/matches/c1e3afa1/West-Ham-United-Bournemouth-August-22-2015-Premier-League,
4,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Home,D,1,1,Leicester City,56,"11,155",Tommy Elphick,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/6a866fb8/Bournemouth-Leicester-City-August-29-2015-Premier-League,
5,2015-09-12,15:00 ,Premier League,Matchweek 5,Sat,Away,L,1,3,Norwich City,52,"27,018",Tommy Elphick,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/602d69bd/Norwich-City-Bournemouth-September-12-2015-Premier-League,
6,2015-09-19,15:00 ,Premier League,Matchweek 6,Sat,Home,W,2,0,Sunderland,53,"11,271",Simon Francis,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/ca81e081/Bournemouth-Sunderland-September-19-2015-Premier-League,
8,2015-09-26,15:00 ,Premier League,Matchweek 7,Sat,Away,L,1,2,Stoke City,56,"27,742",Simon Francis,4-4-1-1,Lee Mason,https://fbref.com/en/matches/1783ef2e/Stoke-City-Bournemouth-September-26-2015-Premier-League,
9,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Home,D,1,1,Watford,54,"11,187",Simon Francis,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/cd5bc2d2/Bournemouth-Watford-October-3-2015-Premier-League,
10,2015-10-17,15:00 ,Premier League,Matchweek 9,Sat,Away,L,1,5,Manchester City,46,"54,502",Simon Francis,4-4-1-1,Mike Dean,https://fbref.com/en/matches/94b58353/Manchester-City-Bournemouth-October-17-2015-Premier-League,
11,2015-10-25,14:05 ,Premier League,Matchweek 10,Sun,Home,L,1,5,Tottenham,46,"11,332",Simon Francis,4-4-1-1,Roger East,https://fbref.com/en/matches/d012513a/Bournemouth-Tottenham-Hotspur-October-25-2015-Premier-League,
13,2015-11-01,16:00 ,Premier League,Matchweek 11,Sun,Away,L,0,2,Southampton,52,"31,229",Simon Francis,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/aabc5427/Southampton-Bournemouth-November-1-2015-Premier-League,
14,2015-11-07,12:45 ,Premier League,Matchweek 12,Sat,Home,L,0,1,Newcastle Utd,67,"11,155",Simon Francis,4-1-4-1,Lee Mason,https://fbref.com/en/matches/7a97d5be/Bournemouth-Newcastle-United-November-7-2015-Premier-League,
15,2015-11-21,15:00 ,Premier League,Matchweek 13,Sat,Away,D,2,2,Swansea City,57,"20,878",Simon Francis,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/20354312/Swansea-City-Bournemouth-November-21-2015-Premier-League,
16,2015-11-28,15:00 ,Premier League,Matchweek 14,Sat,Home,D,3,3,Everton,57,"11,228",Simon Francis,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/4612597b/Bournemouth-Everton-November-28-2015-Premier-League,
17,2015-12-05,17:30 ,Premier League,Matchweek 15,Sat,Away,W,1,0,Chelsea,37,"41,631",Simon Francis,4-1-4-1,Mike Jones,https://fbref.com/en/matches/0ca6147e/Chelsea-Bournemouth-December-5-2015-Premier-League,
18,2015-12-12,17:30 ,Premier League,Matchweek 16,Sat,Home,W,2,1,Manchester Utd,44,"11,334",Simon Francis,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/cb602d61/Bournemouth-Manchester-United-December-12-2015-Premier-League,
19,2015-12-19,15:00 ,Premier League,Matchweek 17,Sat,Away,W,2,1,West Brom,67,"26,127",Simon Francis,4-1-4-1,Mike Dean,https://fbref.com/en/matches/24d9b234/West-Bromwich-Albion-Bournemouth-December-19-2015-Premier-League,
20,2015-12-26,15:00 ,Premier League,Matchweek 18,Sat,Home,D,0,0,Crystal Palace,55,"11,218",Simon Francis,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/01820603/Bournemouth-Crystal-Palace-December-26-2015-Premier-League,
21,2015-12-28,17:30 ,Premier League,Matchweek 19,Mon,Away,L,0,2,Arsenal,49,"59,983",Simon Francis,4-1-4-1,Roger East,https://fbref.com/en/matches/d953d0bd/Arsenal-Bournemouth-December-28-2015-Premier-League,
22,2016-01-02,15:00 ,Premier League,Matchweek 20,Sat,Away,D,0,0,Leicester City,47,"32,006",Simon Francis,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/d62b637d/Leicester-City-Bournemouth-January-2-2016-Premier-League,
24,2016-01-12,19:45 ,Premier League,Matchweek 21,Tue,Home,L,1,3,West Ham,49,"11,071",Simon Francis,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/d10464f5/Bournemouth-West-Ham-United-January-12-2016-Premier-League,
25,2016-01-16,15:00 ,Premier League,Matchweek 22,Sat,Home,W,3,0,Norwich City,45,"11,065",Simon Francis,4-1-4-1,Robert Madley,https://fbref.com/en/matches/0bc45bff/Bournemouth-Norwich-City-January-16-2016-Premier-League,
26,2016-01-23,15:00 ,Premier League,Matchweek 23,Sat,Away,D,1,1,Sunderland,57,"41,367",Simon Francis,4-1-4-1,Roger East,https://fbref.com/en/matches/28d4ad02/Sunderland-Bournemouth-January-23-2016-Premier-League,
28,2016-02-02,20:00 ,Premier League,Matchweek 24,Tue,Away,W,2,1,Crystal Palace,49,"24,855",Simon Francis,4-1-4-1,Mike Jones,https://fbref.com/en/matches/e27d55b0/Crystal-Palace-Bournemouth-February-2-2016-Premier-League,
29,2016-02-07,13:30 ,Premier League,Matchweek 25,Sun,Home,L,0,2,Arsenal,51,"11,357",Simon Francis,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/ae9065f7/Bournemouth-Arsenal-February-7-2016-Premier-League,
30,2016-02-13,15:00 ,Premier League,Matchweek 26,Sat,Home,L,1,3,Stoke City,66,"10,863",Simon Francis,4-1-4-1,Graham Scott,https://fbref.com/en/matches/fa7acde5/Bournemouth-Stoke-City-February-13-2016-Premier-League,
32,2016-02-27,15:00 ,Premier League,Matchweek 27,Sat,Away,D,0,0,Watford,53,"20,831",Simon Francis,4-4-2,Anthony Taylor,https://fbref.com/en/matches/3410fcdc/Watford-Bournemouth-February-27-2016-Premier-League,
33,2016-03-01,19:45 ,Premier League,Matchweek 28,Tue,Home,W,2,0,Southampton,45,"11,033",Simon Francis,4-4-2,Mike Dean,https://fbref.com/en/matches/b9214ee0/Bournemouth-Southampton-March-1-2016-Premier-League,
34,2016-03-05,15:00 ,Premier League,Matchweek 29,Sat,Away,W,3,1,Newcastle Utd,51,"52,107",Simon Francis,4-4-2,Paul Tierney,https://fbref.com/en/matches/d4de2ce0/Newcastle-United-Bournemouth-March-5-2016-Premier-League,
35,2016-03-12,15:00 ,Premier League,Matchweek 30,Sat,Home,W,3,2,Swansea City,44,"11,179",Simon Francis,4-4-2,Roger East,https://fbref.com/en/matches/1726b180/Bournemouth-Swansea-City-March-12-2016-Premier-League,
36,2016-03-20,16:00 ,Premier League,Matchweek 31,Sun,Away,L,0,3,Tottenham,37,"36,084",Simon Francis,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/88055a1d/Tottenham-Hotspur-Bournemouth-March-20-2016-Premier-League,
37,2016-04-02,15:00 ,Premier League,Matchweek 32,Sat,Home,L,0,4,Manchester City,46,"11,192",Simon Francis,4-4-2,Robert Madley,https://fbref.com/en/matches/caadab6c/Bournemouth-Manchester-City-April-2-2016-Premier-League,
38,2016-04-09,15:00 ,Premier League,Matchweek 33,Sat,Away,W,2,1,Aston Villa,59,"31,057",Tommy Elphick,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/94a55e09/Aston-Villa-Bournemouth-April-9-2016-Premier-League,
39,2016-04-17,13:30 ,Premier League,Matchweek 34,Sun,Home,L,1,2,Liverpool,51,"11,386",Tommy Elphick,4-1-4-1,Mike Jones,https://fbref.com/en/matches/c2375b7b/Bournemouth-Liverpool-April-17-2016-Premier-League,
40,2016-04-23,15:00 ,Premier League,Matchweek 35,Sat,Home,L,1,4,Chelsea,45,"11,365",Tommy Elphick,4-4-1-1,Roger East,https://fbref.com/en/matches/ca64768c/Bournemouth-Chelsea-April-23-2016-Premier-League,
41,2016-04-30,15:00 ,Premier League,Matchweek 36,Sat,Away,L,1,2,Everton,44,"38,345",Tommy Elphick,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/4f898f0c/Everton-Bournemouth-April-30-2016-Premier-League,
42,2016-05-07,15:00 ,Premier League,Matchweek 37,Sat,Home,D,1,1,West Brom,69,"11,040",Tommy Elphick,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/531622c6/Bournemouth-West-Bromwich-Albion-May-7-2016-Premier-League,
43,2016-05-17,20:00 ,Premier League,Matchweek 38,Tue,Away,L,1,3,Manchester Utd,34,"74,363",Tommy Elphick,4-4-2,Jonathan Moss,https://fbref.com/en/matches/3b007c71/Manchester-United-Bournemouth-May-17-2016-Premier-League,
