,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-16,17:30 ,Premier League,Matchweek 1,Sat,Home,W,2,1,Crystal Palace,76,"59,962",,4-1-4-1,Jonathan Moss,https://fbref.com/en/matches/fc69768c/Arsenal-Crystal-Palace-August-16-2014-Premier-League,
2,2014-08-23,17:30 ,Premier League,Matchweek 2,Sat,Away,D,2,2,Everton,54,"39,490",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/25ca45a2/Everton-Arsenal-August-23-2014-Premier-League,
4,2014-08-31,16:00 ,Premier League,Matchweek 3,Sun,Away,D,1,1,Leicester City,68,"31,535",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/dbf1d095/Leicester-City-Arsenal-August-31-2014-Premier-League,
5,2014-09-13,12:45 ,Premier League,Matchweek 4,Sat,Home,D,2,2,Manchester City,45,"60,003",,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/73319af5/Arsenal-Manchester-City-September-13-2014-Premier-League,
7,2014-09-20,15:00 ,Premier League,Matchweek 5,Sat,Away,W,3,0,Aston Villa,71,"40,013",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/d9045ddc/Aston-Villa-Arsenal-September-20-2014-Premier-League,
9,2014-09-27,17:30 ,Premier League,Matchweek 6,Sat,Home,D,1,1,Tottenham,69,"59,900",,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/bf073f62/North-London-Derby-Arsenal-Tottenham-Hotspur-September-27-2014-Premier-League,
11,2014-10-05,14:05 ,Premier League,Matchweek 7,Sun,Away,L,0,2,Chelsea,53,"41,607",,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/aaaa261a/North-West-London-Derby-Chelsea-Arsenal-October-5-2014-Premier-League,
12,2014-10-18,15:00 ,Premier League,Matchweek 8,Sat,Home,D,2,2,Hull City,66,"60,004",,4-1-4-1,Roger East,https://fbref.com/en/matches/6a4bbf31/Arsenal-Hull-City-October-18-2014-Premier-League,
14,2014-10-25,15:00 ,Premier League,Matchweek 9,Sat,Away,W,2,0,Sunderland,57,"44,449",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/ec3a5385/Sunderland-Arsenal-October-25-2014-Premier-League,
15,2014-11-01,15:00 ,Premier League,Matchweek 10,Sat,Home,W,3,0,Burnley,68,"60,012",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/d5456d28/Arsenal-Burnley-November-1-2014-Premier-League,
