,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Cristiano Ronaldo,7.0,pt POR,FW,36-253,90,40,0,2,17,21,6,40,1,1,100.0,0,0.0,20,58,31,0,1,1,2,1,27,6
1,Jadon Sancho,25.0,eng ENG,LW,21-205,64,37,0,3,12,22,3,37,1,1,100.0,0,0.0,29,154,115,3,4,1,3,0,31,9
2,Marcus Rashford,10.0,eng ENG,LW,23-350,26,14,0,1,3,11,2,14,1,0,0.0,1,100.0,11,74,43,3,3,2,0,0,12,5
3,Mason Greenwood,11.0,eng ENG,RW,20-015,79,39,0,3,20,17,3,39,2,0,0.0,2,100.0,24,208,107,1,1,0,1,0,35,4
4,Jesse Lingard,14.0,eng ENG,RW,28-305,11,13,0,1,7,5,0,13,0,0,,0,,6,17,16,0,0,0,1,0,8,0
5,Bruno Fernandes,18.0,pt POR,AM,27-038,90,66,3,7,33,26,1,66,0,0,,0,,33,153,76,3,0,1,2,0,43,5
6,Nemanja Matić,31.0,rs SRB,DM,33-076,79,55,2,13,31,11,0,55,0,0,,0,,31,136,82,0,1,0,1,0,37,0
7,Scott McTominay,39.0,sct SCO,DM,24-312,11,11,0,1,7,3,0,11,0,0,,0,,7,25,2,0,0,0,2,0,8,1
8,Paul Pogba,6.0,fr FRA,DM,28-215,90,82,3,17,47,18,1,82,1,0,0.0,1,100.0,41,194,124,2,2,0,3,2,60,3
9,Luke Shaw,23.0,eng ENG,LB,26-096,90,76,4,17,35,24,1,76,2,1,50.0,1,50.0,45,213,139,3,3,0,0,0,59,2
10,Harry Maguire,5.0,eng ENG,CB,28-225,90,64,9,36,26,3,1,64,2,1,50.0,1,50.0,37,131,67,0,0,0,1,1,37,0
11,Victor Lindelöf,2.0,se SWE,CB,27-091,90,66,18,44,22,0,0,66,0,0,,0,,36,141,75,0,0,0,0,0,39,0
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,23-324,90,71,2,20,33,18,1,71,4,2,50.0,2,50.0,52,342,212,6,3,1,1,0,52,5
13,David de Gea,1.0,es ESP,GK,30-343,90,36,36,36,0,0,0,36,0,0,,0,,17,67,34,0,0,0,0,0,14,0
14,14 Players,,,,,990,670,77,201,293,179,19,670,14,6,42.9,8,57.1,389,1913,1123,21,18,6,17,4,462,40
