,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Billy Sharp,10.0,eng ENG,FW,34-357,69,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
1,Oliver Burke,14.0,sct SCO,FW,23-295,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,David McGoldrick,17.0,ie IRL,FW,33-059,79,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
3,Rhian Brewster,24.0,eng ENG,FW,20-301,11,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0
4,John Fleck,4.0,sct SCO,CM,29-156,90,2,1,2,0,0,2,5,40.0,3,1,1,0,3,5,0,0
5,Oliver Norwood,16.0,nir NIR,CM,29-290,90,5,3,3,2,0,3,5,60.0,2,0,0,0,1,6,4,0
6,John Lundstram,7.0,eng ENG,CM,26-344,90,1,1,0,1,0,0,3,0.0,3,2,1,1,2,3,3,0
7,Kean Bryan,29.0,eng ENG,WB,24-087,52,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
8,Jayden Bogle,20.0,eng ENG,WB,20-184,38,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
9,George Baldock,2.0,gr GRE,WB,27-324,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
10,Ethan Ampadu,22.0,wls WAL,CB,20-135,90,0,0,0,0,0,0,1,0.0,1,4,3,1,2,2,7,0
11,Phil Jagielka,15.0,eng ENG,CB,38-163,90,1,0,0,0,1,0,0,,0,2,1,1,2,3,6,0
12,Chris Basham,6.0,eng ENG,CB,32-191,90,4,2,3,1,0,3,4,75.0,1,2,1,1,3,7,6,0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-258,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,14 Players,,,,,990,15,9,9,5,1,8,25,32.0,17,14,7,7,16,31,30,0
