,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Michy Batshuayi,23.0,be BEL,FW,25-144,85,15,14,1,0,0,1,0,0,0,0,0,0,9,0,1
1,Jordan Ayew,14.0,gh GHA,FW,27-165,5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2,Wilfried Zaha,11.0,ci CIV,"LW,FW",26-105,90,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
3,Andros Townsend,10.0,eng ENG,RW,27-222,79,22,22,0,0,0,0,2,0,0,0,0,0,11,0,2
4,Cheikhou Kouyaté,8.0,sn SEN,CM,29-064,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,Jeffrey Schlupp,15.0,gh GHA,LM,26-062,90,31,31,0,0,0,0,1,0,0,0,0,0,22,0,0
6,Luka Milivojević,4.0,rs SRB,CM,27-322,90,32,27,5,2,0,0,2,0,3,0,2,0,27,0,1
7,James McArthur,18.0,sct SCO,RM,31-139,90,34,30,3,1,0,0,0,1,0,0,0,0,23,1,2
8,Patrick van Aanholt,3.0,nl NED,LB,28-178,90,35,25,10,1,0,1,0,9,0,0,0,0,31,0,0
9,Mamadou Sakho,12.0,fr FRA,CB,29-010,76,39,39,0,0,0,0,0,0,0,0,0,0,36,0,0
10,Scott Dann,6.0,eng ENG,CB,32-009,14,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
11,James Tomkins,5.0,eng ENG,CB,29-331,90,25,25,0,0,0,0,0,0,0,0,0,0,21,0,0
12,Joel Ward,2.0,eng ENG,RB,29-117,90,42,29,13,0,0,0,1,13,0,0,0,0,26,0,1
13,Vicente Guaita,31.0,es ESP,GK,32-044,90,32,18,14,2,0,0,0,0,0,0,0,0,14,0,0
14,14 Players,,,,,990,325,278,46,6,0,2,6,23,3,0,2,0,234,1,7
