,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
12,2021-11-07,14:00 ,Premier League,Matchweek 11,Sun,Away,L,0,1,Arsenal,0.5,1.6,40,"59,833",Moussa Sissoko,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/e0208fcf/Arsenal-Watford-November-7-2021-Premier-League,
13,2021-11-20,15:00 ,Premier League,Matchweek 12,Sat,Home,W,4,1,Manchester Utd,2.7,1.4,39,"21,087",Moussa Sissoko,4-1-4-1,Jonathan Moss,https://fbref.com/en/matches/31a03035/Watford-Manchester-United-November-20-2021-Premier-League,
14,2021-11-28,14:00 ,Premier League,Matchweek 13,Sun,Away,L,2,4,Leicester City,2.8,2.1,44,"32,020",Moussa Sissoko,4-1-4-1,Andy Madley,https://fbref.com/en/matches/c2e426c8/Leicester-City-Watford-November-28-2021-Premier-League,
15,2021-12-01,19:30 ,Premier League,Matchweek 14,Wed,Home,L,1,2,Chelsea,1.0,0.9,51,"20,388",Moussa Sissoko,4-1-4-1,David Coote,https://fbref.com/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League,
16,2021-12-04,17:30 ,Premier League,Matchweek 15,Sat,Home,L,1,3,Manchester City,0.8,3.1,23,"20,673",Moussa Sissoko,4-1-4-1,Simon Hooper,https://fbref.com/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League,
17,2021-12-10,20:00 ,Premier League,Matchweek 16,Fri,Away,L,1,2,Brentford,0.5,1.6,37,"16,861",Moussa Sissoko,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League,
18,2021-12-28,15:00 ,Premier League,Matchweek 20,Tue,Home,L,1,4,West Ham,1.6,3.6,43,"20,073",Moussa Sissoko,4-1-4-1,Darren England,https://fbref.com/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,
19,2022-01-01,15:00 ,Premier League,Matchweek 21,Sat,Home,L,0,1,Tottenham,0.3,2.2,26,"20,391",Moussa Sissoko,4-4-2,Robert Jones,https://fbref.com/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League,
21,2022-01-15,15:00 ,Premier League,Matchweek 22,Sat,Away,D,1,1,Newcastle Utd,1.4,1.2,48,"52,223",Moussa Sissoko,4-3-3,Paul Tierney,https://fbref.com/en/matches/64dd3e3f/Newcastle-United-Watford-January-15-2022-Premier-League,
22,2022-01-21,20:00 ,Premier League,Matchweek 23,Fri,Home,L,0,3,Norwich City,1.2,1.1,67,"20,782",Moussa Sissoko,4-3-3,Mike Dean,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League,
23,2022-02-05,18:00 ,Premier League,Matchweek 17,Sat,Away,D,0,0,Burnley,0.8,0.6,47,"19,527",Moussa Sissoko,4-4-2,Craig Pawson,https://fbref.com/en/matches/5c31d723/Burnley-Watford-February-5-2022-Premier-League,
24,2022-02-08,19:45 ,Premier League,Matchweek 24,Tue,Away,L,0,1,West Ham,0.3,0.8,36,"59,581",Moussa Sissoko,4-4-2,Martin Atkinson,https://fbref.com/en/matches/3778ac3f/West-Ham-United-Watford-February-8-2022-Premier-League,
25,2022-02-12,15:00 ,Premier League,Matchweek 25,Sat,Home,L,0,2,Brighton,0.5,1.6,36,"20,795",Moussa Sissoko,4-4-2,Jonathan Moss,https://fbref.com/en/matches/e04d98c4/Watford-Brighton-and-Hove-Albion-February-12-2022-Premier-League,
26,2022-02-19,15:00 ,Premier League,Matchweek 26,Sat,Away,W,1,0,Aston Villa,1.2,1.3,41,"41,936",Moussa Sissoko,4-3-3,Robert Jones,https://fbref.com/en/matches/28c4ee0a/Aston-Villa-Watford-February-19-2022-Premier-League,
27,2022-02-23,19:30 ,Premier League,Matchweek 18,Wed,Home,L,1,4,Crystal Palace,1.4,1.1,46,"20,012",Moussa Sissoko,4-3-3,Andre Marriner,https://fbref.com/en/matches/daa35440/Watford-Crystal-Palace-February-23-2022-Premier-League,
28,2022-02-26,15:00 ,Premier League,Matchweek 27,Sat,Away,D,0,0,Manchester Utd,0.6,2.8,33,"73,152",Moussa Sissoko,4-3-3,Kevin Friend,https://fbref.com/en/matches/43737c9c/Manchester-United-Watford-February-26-2022-Premier-League,
29,2022-03-06,14:00 ,Premier League,Matchweek 28,Sun,Home,L,2,3,Arsenal,1.0,1.0,44,"21,142",Moussa Sissoko,4-3-3,Craig Pawson,https://fbref.com/en/matches/9d5abf8b/Watford-Arsenal-March-6-2022-Premier-League,
30,2022-03-10,19:30 ,Premier League,Matchweek 19,Thu,Away,L,0,4,Wolves,0.6,0.7,34,"29,658",Moussa Sissoko,4-3-3,Darren England,https://fbref.com/en/matches/d0ee0e9a/Wolverhampton-Wanderers-Watford-March-10-2022-Premier-League,
31,2022-03-13,14:00 ,Premier League,Matchweek 29,Sun,Away,W,2,1,Southampton,1.7,1.4,37,"28,863",Moussa Sissoko,4-3-3,Graham Scott,https://fbref.com/en/matches/2c627dd8/Southampton-Watford-March-13-2022-Premier-League,
32,2022-04-02,12:30 ,Premier League,Matchweek 31,Sat,Away,L,0,2,Liverpool,0.6,2.2,27,"53,104",Moussa Sissoko,4-1-4-1,Stuart Attwell,https://fbref.com/en/matches/8e05e22c/Liverpool-Watford-April-2-2022-Premier-League,
33,2022-04-09,15:00 ,Premier League,Matchweek 32,Sat,Home,L,0,3,Leeds United,1.1,0.7,49,"20,957",Moussa Sissoko,4-3-3,Andre Marriner,https://fbref.com/en/matches/b18deecf/Watford-Leeds-United-April-9-2022-Premier-League,
34,2022-04-16,15:00 ,Premier League,Matchweek 33,Sat,Home,L,1,2,Brentford,1.7,1.9,50,"21,045",Moussa Sissoko,4-3-3,Simon Hooper,https://fbref.com/en/matches/3b17352d/Watford-Brentford-April-16-2022-Premier-League,
35,2022-04-23,15:00 ,Premier League,Matchweek 34,Sat,Away,L,1,5,Manchester City,0.5,3.6,27,"53,013",Moussa Sissoko,4-3-3,Kevin Friend,https://fbref.com/en/matches/af522ca3/Manchester-City-Watford-April-23-2022-Premier-League,
36,2022-04-30,15:00 ,Premier League,Matchweek 35,Sat,Home,L,1,2,Burnley,1.0,1.6,47,"20,738",Moussa Sissoko,4-3-3,Craig Pawson,https://fbref.com/en/matches/81ac72d8/Watford-Burnley-April-30-2022-Premier-League,
37,2022-05-07,15:00 ,Premier League,Matchweek 36,Sat,Away,L,0,1,Crystal Palace,0.4,2.2,33,"24,622",Moussa Sissoko,4-3-3,Graham Scott,https://fbref.com/en/matches/1206a1df/Crystal-Palace-Watford-May-7-2022-Premier-League,
38,2022-05-11,19:45 ,Premier League,Matchweek 30,Wed,Home,D,0,0,Everton,0.3,0.7,48,"20,653",Moussa Sissoko,4-3-3,Mike Dean,https://fbref.com/en/matches/948fa2e3/Watford-Everton-May-11-2022-Premier-League,
39,2022-05-15,14:00 ,Premier League,Matchweek 37,Sun,Home,L,1,5,Leicester City,1.4,2.5,41,"20,257",Moussa Sissoko,4-3-3,Jarred Gillett,https://fbref.com/en/matches/5a142f6f/Watford-Leicester-City-May-15-2022-Premier-League,
40,2022-05-22,16:00 ,Premier League,Matchweek 38,Sun,Away,L,1,2,Chelsea,0.6,2.2,29,"32,089",Moussa Sissoko,4-3-3,Mike Dean,https://fbref.com/en/matches/df85b298/Chelsea-Watford-May-22-2022-Premier-League,
