,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-14,,Premier League,Matchweek 1,Sat,Away,W,4,0,Wigan Athletic,,"16,152",,4-3-3,Mark Halsey,https://fbref.com/en/matches/b82a0d38/Wigan-Athletic-Blackpool-August-14-2010-Premier-League,
1,2010-08-21,,Premier League,Matchweek 2,Sat,Away,L,0,6,Arsenal,,"60,032",,4-3-3,Mike Jones,https://fbref.com/en/matches/9e517d4d/Arsenal-Blackpool-August-21-2010-Premier-League,
2,2010-08-28,,Premier League,Matchweek 3,Sat,Home,D,2,2,Fulham,,"15,529",,4-3-3,Michael Oliver,https://fbref.com/en/matches/f5c63abc/Blackpool-Fulham-August-28-2010-Premier-League,
3,2010-09-11,,Premier League,Matchweek 4,Sat,Away,W,2,0,Newcastle Utd,,"49,597",,4-3-3,Lee Mason,https://fbref.com/en/matches/5eb66787/Newcastle-United-Blackpool-September-11-2010-Premier-League,
4,2010-09-19,,Premier League,Matchweek 5,Sun,Away,L,0,4,Chelsea,,"41,761",,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/180b4f9b/Chelsea-Blackpool-September-19-2010-Premier-League,
5,2010-09-25,,Premier League,Matchweek 6,Sat,Home,L,1,2,Blackburn,,"15,901",,4-3-3,Mike Dean,https://fbref.com/en/matches/0df19fcf/Blackpool-Blackburn-Rovers-September-25-2010-Premier-League,
6,2010-10-03,,Premier League,Matchweek 7,Sun,Away,W,2,1,Liverpool,,"43,156",,4-3-3,Mike Jones,https://fbref.com/en/matches/2b611a08/Liverpool-Blackpool-October-3-2010-Premier-League,
7,2010-10-17,,Premier League,Matchweek 8,Sun,Home,L,2,3,Manchester City,,"16,116",,4-3-3,Phil Dowd,https://fbref.com/en/matches/87e0425f/Blackpool-Manchester-City-October-17-2010-Premier-League,
8,2010-10-23,,Premier League,Matchweek 9,Sat,Away,L,0,2,Birmingham City,,"26,850",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/83d5116b/Birmingham-City-Blackpool-October-23-2010-Premier-League,
9,2010-11-01,,Premier League,Matchweek 10,Mon,Home,W,2,1,West Brom,,"15,210",,4-3-3,Michael Oliver,https://fbref.com/en/matches/d32e0d12/Blackpool-West-Bromwich-Albion-November-1-2010-Premier-League,
