,num,joueur
0,,Grant Holt
1,,Russell Martin
2,,Steve Morison
3,,Wes Hoolahan
4,,Andrew Crofts
5,,Andrew Surman
6,,Zak Whitbread
7,,Marc Tierney
8,,Kyle Naughton
9,,
10,,Declan Rudd
