,num,joueur
0,,David de Gea
1,,Javier Hernández
2,,Paul Scholes
3,,Patrice Evra
4,,Rio Ferdinand
5,,Michael Carrick
6,,Ashley Young
7,,Danny Welbeck
8,,Phil Jones
9,,Wayne Rooney
10,,Jonny Evans
