,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jamie Vardy,9.0,eng ENG,FW,30-317,90,13,11,2,0,0,0,2,0,1,0,0,0,8,0,0
1,Riyad Mahrez,26.0,dz ALG,FW,26-276,69,30,26,4,1,1,0,1,1,1,0,0,0,20,0,2
2,Ben Chilwell,3.0,eng ENG,LM,20-338,21,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
3,Demarai Gray,7.0,jm JAM,"LM,FW",21-149,89,33,26,6,1,0,0,4,2,3,2,1,0,18,1,2
4,Islam Slimani,19.0,dz ALG,FW,29-159,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
5,Vicente Iborra,21.0,es ESP,CM,29-312,90,57,57,0,0,0,1,0,0,0,0,0,0,48,0,0
6,Wilfred Ndidi,25.0,ng NGA,CM,20-343,90,47,47,0,0,0,0,0,0,0,0,0,0,39,0,1
7,Marc Albrighton,11.0,eng ENG,RM,28-006,90,40,40,0,0,0,1,6,0,0,0,0,0,25,0,6
8,Christian Fuchs,28.0,at AUT,LB,31-231,90,37,29,8,1,0,0,2,7,0,0,0,0,26,0,1
9,Harry Maguire,15.0,eng ENG,CB,24-264,90,37,36,1,1,0,0,0,0,0,0,0,0,31,0,0
10,Wes Morgan,5.0,jm JAM,CB,33-307,90,32,32,0,0,0,0,0,0,0,0,0,0,25,0,0
11,Danny Simpson,2.0,eng ENG,RB,30-324,90,70,58,12,1,0,0,2,11,0,0,0,0,56,0,1
12,Kasper Schmeichel,1.0,dk DEN,GK,31-019,90,40,27,13,4,0,0,0,0,0,0,0,0,25,0,0
13,13 Players,,,,,990,448,401,46,9,1,2,18,21,5,2,1,0,331,1,13
