,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
31,2011-12-26,,Premier League,Matchweek 18,Mon,Away,D,1,1,Chelsea,,"41,548",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/a01b2c0f/Chelsea-Fulham-December-26-2011-Premier-League,
32,2011-12-31,,Premier League,Matchweek 19,Sat,Away,D,1,1,Norwich City,,"26,406",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/a71ee218/Norwich-City-Fulham-December-31-2011-Premier-League,
33,2012-01-02,,Premier League,Matchweek 20,Mon,Home,W,2,1,Arsenal,,"25,700",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/e04245a7/Fulham-Arsenal-January-2-2012-Premier-League,
34,2012-01-14,,Premier League,Matchweek 21,Sat,Away,L,1,3,Blackburn,,"18,003",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/93b9ec1d/Blackburn-Rovers-Fulham-January-14-2012-Premier-League,
35,2012-01-21,,Premier League,Matchweek 22,Sat,Home,W,5,2,Newcastle Utd,,"25,692",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/5f454ae9/Fulham-Newcastle-United-January-21-2012-Premier-League,
36,2012-02-01,,Premier League,Matchweek 23,Wed,Home,D,1,1,West Brom,,"25,689",,4-4-2,Mark Halsey,https://fbref.com/en/matches/8bfe1927/Fulham-West-Bromwich-Albion-February-1-2012-Premier-League,
37,2012-02-04,,Premier League,Matchweek 24,Sat,Away,L,0,3,Manchester City,,"46,963",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/72c2d84a/Manchester-City-Fulham-February-4-2012-Premier-League,
38,2012-02-11,,Premier League,Matchweek 25,Sat,Home,W,2,1,Stoke City,,"23,555",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/50f045a3/Fulham-Stoke-City-February-11-2012-Premier-League,
39,2012-02-25,,Premier League,Matchweek 26,Sat,Away,W,1,0,QPR,,"18,015",,4-4-2,Phil Dowd,https://fbref.com/en/matches/bf612d6b/Queens-Park-Rangers-Fulham-February-25-2012-Premier-League,
40,2012-03-04,,Premier League,Matchweek 27,Sun,Home,W,5,0,Wolves,,"24,034",,4-4-2,Mike Jones,https://fbref.com/en/matches/53af4970/Fulham-Wolverhampton-Wanderers-March-4-2012-Premier-League,
41,2012-03-10,,Premier League,Matchweek 28,Sat,Away,L,0,1,Aston Villa,,"32,372",,4-4-2,Jon Moss,https://fbref.com/en/matches/377deb5a/Aston-Villa-Fulham-March-10-2012-Premier-League,
42,2012-03-17,,Premier League,Matchweek 29,Sat,Home,L,0,3,Swansea City,,"25,690",,4-4-2,Mark Halsey,https://fbref.com/en/matches/48dcb024/Fulham-Swansea-City-March-17-2012-Premier-League,
43,2012-03-26,,Premier League,Matchweek 30,Mon,Away,L,0,1,Manchester Utd,,"75,570",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/e18cb465/Manchester-United-Fulham-March-26-2012-Premier-League,
44,2012-03-31,,Premier League,Matchweek 31,Sat,Home,W,2,1,Norwich City,,"25,700",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/04aae858/Fulham-Norwich-City-March-31-2012-Premier-League,
45,2012-04-07,,Premier League,Matchweek 32,Sat,Away,W,3,0,Bolton,,"21,939",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/436d5079/Bolton-Wanderers-Fulham-April-7-2012-Premier-League,
46,2012-04-09,,Premier League,Matchweek 33,Mon,Home,D,1,1,Chelsea,,"25,697",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/ae3d4e72/Fulham-Chelsea-April-9-2012-Premier-League,
47,2012-04-21,,Premier League,Matchweek 35,Sat,Home,W,2,1,Wigan Athletic,,"25,689",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/52c949f2/Fulham-Wigan-Athletic-April-21-2012-Premier-League,
48,2012-04-28,,Premier League,Matchweek 36,Sat,Away,L,0,4,Everton,,"31,885",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/4804e429/Everton-Fulham-April-28-2012-Premier-League,
49,2012-05-01,,Premier League,Matchweek 34,Tue,Away,W,1,0,Liverpool,,"40,106",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/739765a1/Liverpool-Fulham-May-1-2012-Premier-League,
50,2012-05-06,,Premier League,Matchweek 37,Sun,Home,W,2,1,Sunderland,,"25,683",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/417ddae6/Fulham-Sunderland-May-6-2012-Premier-League,
51,2012-05-13,,Premier League,Matchweek 38,Sun,Away,L,0,2,Tottenham,,"36,256",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/1a2c37f9/Tottenham-Hotspur-Fulham-May-13-2012-Premier-League,
