,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Álvaro Morata,9.0,es ESP,FW,24-342,34,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
1,Willian,22.0,br BRA,"FW,AM",29-052,56,24,20,4,1,0,2,1,1,1,0,0,0,18,0,2
2,Eden Hazard,10.0,be BEL,FW,26-266,71,30,25,4,2,0,2,0,1,0,0,0,0,26,1,1
3,Pedro,11.0,es ESP,AM,30-064,19,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
4,Cesc Fàbregas,4.0,es ESP,"AM,DM,CM",30-149,90,66,54,11,6,0,0,4,2,3,1,0,0,53,1,0
5,Tiemoué Bakayoko,14.0,fr FRA,"CM,DM",23-044,72,20,20,0,0,0,0,1,0,0,0,0,0,17,0,2
6,Michy Batshuayi,23.0,be BEL,FW,23-363,18,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
7,N'Golo Kanté,7.0,fr FRA,"CM,DM",26-185,90,42,40,1,0,0,1,1,1,0,0,0,0,33,1,1
8,Marcos Alonso,3.0,es ESP,WB,26-276,90,49,37,11,0,0,0,2,11,0,0,0,0,35,1,4
9,César Azpilicueta,28.0,es ESP,WB,28-033,90,49,40,8,0,0,1,4,8,0,0,0,0,36,1,0
10,Gary Cahill,24.0,eng ENG,CB,31-285,90,30,28,1,0,0,0,0,1,0,0,0,0,23,1,0
11,Andreas Christensen,27.0,dk DEN,CB,21-173,90,31,30,0,0,0,0,0,0,0,0,0,0,25,1,0
12,Antonio Rüdiger,2.0,de GER,CB,24-211,90,52,50,2,2,0,2,1,0,0,0,0,0,45,0,1
13,Thibaut Courtois,13.0,be BEL,GK,25-142,90,36,25,10,1,0,0,0,0,0,0,0,0,21,1,1
14,14 Players,,,,,990,450,390,52,12,0,8,14,25,4,1,0,0,345,8,14
