,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Steven Fletcher,,sct SCO,FW,24-036,90,1,0,1,,,,0,0,,,,,,,0,,
1,Stephen Ward,,ie IRL,"DF,FW",25-254,81,0,0,0,,,,0,0,,,,,,,0,,
2,Sam Vokes,,wls WAL,FW,21-192,9,0,0,0,,,,0,0,,,,,,,0,,
3,Matthew Jarvis,,eng ENG,MF,24-344,66,0,0,0,,,,0,0,,,,,,,0,,
4,Stephen Hunt,,ie IRL,"FW,MF",29-273,24,0,0,0,,,,0,0,,,,,,,0,,
5,Karl Henry,,eng ENG,"DF,MF",28-156,90,0,0,0,,,,1,0,,,,,,,0,,
6,Jamie O'Hara,,eng ENG,MF,24-218,90,0,0,0,,,,1,0,,,,,,,0,,
7,Kevin Foley,,ie IRL,"DF,MF",26-181,90,0,0,0,,,,0,0,,,,,,,0,,
8,George Elokobi,,cm CMR,DF,25-090,90,0,0,0,,,,0,0,,,,,,,0,,
9,Michael Mancienne,,sc SEY,"DF,MF",23-113,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jody Craddock,,eng ENG,"DF,MF",35-280,90,0,0,0,,,,1,0,,,,,,,0,,
11,Richard Stearman,,eng ENG,DF,23-255,45,0,0,0,,,,0,0,,,,,,,0,,
12,Adam Hammill,,eng ENG,"FW,MF",23-096,45,0,0,0,,,,0,0,,,,,,,0,,
13,Wayne Hennessey,,wls WAL,GK,24-097,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,0,1,,,,3,0,,,,,,,0,,
