,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,26-364,90,0,0,0,,,,0,0,,,,,,,0,,
1,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-115,85,0,0,0,,,,0,0,,,,,,,0,,
2,Emile Heskey,,eng ENG,FW,33-025,5,0,0,0,,,,0,0,,,,,,,0,,
3,Stewart Downing,,eng ENG,"FW,MF",26-198,90,0,0,0,,,,0,0,,,,,,,0,,
4,Stiliyan Petrov,,bg BUL,MF,31-215,82,0,1,0,,,,1,0,,,,,,,0,,
5,Marc Albrighton,,eng ENG,"DF,FW",21-079,8,0,0,0,,,,0,0,,,,,,,0,,
6,Ashley Young,,eng ENG,"DF,FW",25-211,90,0,0,0,,,,1,0,,,,,,,0,,
7,Jean Makoun,,cm CMR,MF,27-252,90,0,0,0,,,,1,0,,,,,,,0,,
8,Ciaran Clark,,ie IRL,"DF,MF",21-132,90,0,0,0,,,,0,0,,,,,,,0,,
9,Richard Dunne,,ie IRL,DF,31-137,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-166,90,0,0,0,,,,0,0,,,,,,,0,,
11,Kyle Walker,,eng ENG,"DF,MF",20-253,90,1,0,0,,,,0,0,,,,,,,0,,
12,Brad Friedel,,us USA,GK,39-263,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
