,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Home,W,2,1,Tottenham,,"52,385",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/ad58ac95/Newcastle-United-Tottenham-Hotspur-August-18-2012-Premier-League,
2,2012-08-25,,Premier League,Matchweek 2,Sat,Away,L,0,2,Chelsea,,"41,718",,4-4-2,Phil Dowd,https://fbref.com/en/matches/70564bdb/Chelsea-Newcastle-United-August-25-2012-Premier-League,
4,2012-09-02,,Premier League,Matchweek 3,Sun,Home,D,1,1,Aston Villa,,"48,245",,4-4-2,Lee Probert,https://fbref.com/en/matches/371d6528/Newcastle-United-Aston-Villa-September-2-2012-Premier-League,
5,2012-09-17,,Premier League,Matchweek 4,Mon,Away,D,2,2,Everton,,"32,510",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/bf505c37/Everton-Newcastle-United-September-17-2012-Premier-League,
7,2012-09-23,,Premier League,Matchweek 5,Sun,Home,W,1,0,Norwich City,,"49,402",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/fcb2c987/Newcastle-United-Norwich-City-September-23-2012-Premier-League,
8,2012-09-29,,Premier League,Matchweek 6,Sat,Away,D,2,2,Reading,,"24,097",,4-4-2,Andre Marriner,https://fbref.com/en/matches/88757925/Reading-Newcastle-United-September-29-2012-Premier-League,
10,2012-10-07,,Premier League,Matchweek 7,Sun,Home,L,0,3,Manchester Utd,,"52,203",,4-4-2,Howard Webb,https://fbref.com/en/matches/9896766b/Newcastle-United-Manchester-United-October-7-2012-Premier-League,
11,2012-10-21,,Premier League,Matchweek 8,Sun,Away,D,1,1,Sunderland,,"47,456",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/981172a4/Sunderland-Newcastle-United-October-21-2012-Premier-League,
13,2012-10-28,,Premier League,Matchweek 9,Sun,Home,W,2,1,West Brom,,"49,731",,4-4-2,Chris Foy,https://fbref.com/en/matches/0acf7b2f/Newcastle-United-West-Bromwich-Albion-October-28-2012-Premier-League,
14,2012-11-04,,Premier League,Matchweek 10,Sun,Away,D,1,1,Liverpool,,"44,803",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/4522c2a0/Liverpool-Newcastle-United-November-4-2012-Premier-League,
16,2012-11-11,,Premier League,Matchweek 11,Sun,Home,L,0,1,West Ham,,"51,855",,4-4-2,Mike Dean,https://fbref.com/en/matches/c9e0be1f/Newcastle-United-West-Ham-United-November-11-2012-Premier-League,
17,2012-11-17,,Premier League,Matchweek 12,Sat,Home,L,1,2,Swansea City,,"49,403",,4-4-2,Phil Dowd,https://fbref.com/en/matches/ee5f29be/Newcastle-United-Swansea-City-November-17-2012-Premier-League,
19,2012-11-25,,Premier League,Matchweek 13,Sun,Away,L,0,2,Southampton,,"31,410",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/edf77b5c/Southampton-Newcastle-United-November-25-2012-Premier-League,
20,2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,1,2,Stoke City,,"26,793",,4-4-2,Howard Webb,https://fbref.com/en/matches/b2c15f39/Stoke-City-Newcastle-United-November-28-2012-Premier-League,
21,2012-12-03,,Premier League,Matchweek 15,Mon,Home,W,3,0,Wigan Athletic,,"43,858",,4-3-3,Mike Jones,https://fbref.com/en/matches/9ff59efd/Newcastle-United-Wigan-Athletic-December-3-2012-Premier-League,
23,2012-12-10,,Premier League,Matchweek 16,Mon,Away,L,1,2,Fulham,,"25,270",,4-3-3,Lee Mason,https://fbref.com/en/matches/83a7768d/Fulham-Newcastle-United-December-10-2012-Premier-League,
24,2012-12-15,,Premier League,Matchweek 17,Sat,Home,L,1,3,Manchester City,,"49,579",,4-4-2,Andre Marriner,https://fbref.com/en/matches/cab701df/Newcastle-United-Manchester-City-December-15-2012-Premier-League,
25,2012-12-22,,Premier League,Matchweek 18,Sat,Home,W,1,0,QPR,,"50,180",,4-3-3,Kevin Friend,https://fbref.com/en/matches/ab2420e6/Newcastle-United-Queens-Park-Rangers-December-22-2012-Premier-League,
26,2012-12-26,,Premier League,Matchweek 19,Wed,Away,L,3,4,Manchester Utd,,"75,596",,4-5-1,Mike Dean,https://fbref.com/en/matches/2a7e44c9/Manchester-United-Newcastle-United-December-26-2012-Premier-League,
27,2012-12-29,,Premier League,Matchweek 20,Sat,Away,L,3,7,Arsenal,,"60,087",,4-5-1,Chris Foy,https://fbref.com/en/matches/93afcb62/Arsenal-Newcastle-United-December-29-2012-Premier-League,
28,2013-01-02,,Premier League,Matchweek 21,Wed,Home,L,1,2,Everton,,"49,391",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/2d622117/Newcastle-United-Everton-January-2-2013-Premier-League,
29,2013-01-12,,Premier League,Matchweek 22,Sat,Away,D,0,0,Norwich City,,"26,752",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/26ff3845/Norwich-City-Newcastle-United-January-12-2013-Premier-League,
