,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
30,2013-01-19,,Premier League,Matchweek 23,Sat,Home,L,1,2,Reading,,"49,411",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/245f0c10/Newcastle-United-Reading-January-19-2013-Premier-League,
31,2013-01-29,,Premier League,Matchweek 24,Tue,Away,W,2,1,Aston Villa,,"30,334",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/829dcb4f/Aston-Villa-Newcastle-United-January-29-2013-Premier-League,
32,2013-02-02,,Premier League,Matchweek 25,Sat,Home,W,3,2,Chelsea,,"52,314",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/cb8c891d/Newcastle-United-Chelsea-February-2-2013-Premier-League,
33,2013-02-09,,Premier League,Matchweek 26,Sat,Away,L,1,2,Tottenham,,"36,244",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/2ebf00f2/Tottenham-Hotspur-Newcastle-United-February-9-2013-Premier-League,
36,2013-02-24,,Premier League,Matchweek 27,Sun,Home,W,4,2,Southampton,,"52,259",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/83ff5011/Newcastle-United-Southampton-February-24-2013-Premier-League,
37,2013-03-02,,Premier League,Matchweek 28,Sat,Away,L,0,1,Swansea City,,"20,405",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/0289802a/Swansea-City-Newcastle-United-March-2-2013-Premier-League,
39,2013-03-10,,Premier League,Matchweek 29,Sun,Home,W,2,1,Stoke City,,"50,703",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/0d21779a/Newcastle-United-Stoke-City-March-10-2013-Premier-League,
41,2013-03-17,,Premier League,Matchweek 30,Sun,Away,L,1,2,Wigan Athletic,,"22,297",,4-5-1,Mark Halsey,https://fbref.com/en/matches/e376c117/Wigan-Athletic-Newcastle-United-March-17-2013-Premier-League,
42,2013-03-30,,Premier League,Matchweek 31,Sat,Away,L,0,4,Manchester City,,"47,201",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/c9b6982b/Manchester-City-Newcastle-United-March-30-2013-Premier-League,
44,2013-04-07,,Premier League,Matchweek 32,Sun,Home,W,1,0,Fulham,,"51,847",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/157dc26e/Newcastle-United-Fulham-April-7-2013-Premier-League,
46,2013-04-14,,Premier League,Matchweek 33,Sun,Home,L,0,3,Sunderland,,"52,355",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/871b92d1/Newcastle-United-Sunderland-April-14-2013-Premier-League,
47,2013-04-20,,Premier League,Matchweek 34,Sat,Away,D,1,1,West Brom,,"25,671",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/f12941a6/West-Bromwich-Albion-Newcastle-United-April-20-2013-Premier-League,
48,2013-04-27,,Premier League,Matchweek 35,Sat,Home,L,0,6,Liverpool,,"52,351",,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/5b4b4729/Newcastle-United-Liverpool-April-27-2013-Premier-League,
49,2013-05-04,,Premier League,Matchweek 36,Sat,Away,D,0,0,West Ham,,"34,962",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/f37fe199/West-Ham-United-Newcastle-United-May-4-2013-Premier-League,
50,2013-05-12,,Premier League,Matchweek 37,Sun,Away,W,2,1,QPR,,"17,278",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/946852f8/Queens-Park-Rangers-Newcastle-United-May-12-2013-Premier-League,
51,2013-05-19,,Premier League,Matchweek 38,Sun,Home,L,0,1,Arsenal,,"52,354",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/ac027510/Newcastle-United-Arsenal-May-19-2013-Premier-League,
