,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Carlos Vinícius,30.0,br BRA,FW,28-014,90,1,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0.0
1,Willian,20.0,br BRA,"LW,RW",34-242,84,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,
2,Harry Wilson,8.0,wls WAL,RW,26-017,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
3,Bobby Reid,14.0,jm JAM,RW,30-065,45,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,33.3
4,Manor Solomon,11.0,il ISR,LW,23-258,45,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,
5,Andreas Pereira,18.0,br BRA,AM,27-097,84,0,0,0,1,0,0,12,0,0,0,0,0,3,0,0,
6,Daniel James,21.0,wls WAL,AM,25-149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,João Palhinha,26.0,pt POR,DM,27-273,90,0,0,0,2,0,0,0,0,2,0,0,0,2,3,3,50.0
8,Harrison Reed,6.0,eng ENG,DM,28-071,45,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,
9,Tom Cairney,10.0,sct SCO,DM,32-078,45,0,0,0,0,3,0,1,1,0,0,0,0,4,1,1,50.0
10,Antonee Robinson,33.0,us USA,LB,25-243,90,0,0,0,0,2,0,12,0,2,0,0,0,4,0,5,0.0
11,Tim Ream,13.0,us USA,CB,35-185,90,0,0,0,1,1,0,0,0,0,0,0,0,3,4,1,80.0
12,Tosin Adarabioyo,4.0,eng ENG,CB,25-196,90,0,0,0,1,0,0,0,2,0,0,0,0,6,5,5,50.0
13,Cédric Soares,12.0,pt POR,RB,31-220,67,0,0,0,1,1,0,14,0,2,0,0,0,1,1,1,50.0
14,Kenny Tete,2.0,nl NED,RB,27-181,23,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,
15,Bernd Leno,17.0,de GER,GK,31-035,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,16 Players,,,,,990,1,0,0,10,10,0,47,5,9,0,0,1,39,15,24,38.5
