,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Teemu Pukki,22.0,fi FIN,FW,31-138,76,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,25.0
1,Adam Idah,35.0,ie IRL,FW,20-184,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Milot Rashica,17.0,xk KVX,LW,25-047,76,0,0,0,0,1,1,7,0,0,0,0,0,4,1,3,25.0
3,Josh Sargent,24.0,us USA,LW,21-175,14,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,
4,Todd Cantwell,14.0,eng ENG,RW,23-168,85,1,0,0,1,4,0,0,1,5,0,0,0,8,0,1,0.0
5,Kieran Dowell,10.0,eng ENG,RM,23-308,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Lukas Rupp,7.0,de GER,LM,30-218,90,0,0,0,0,2,0,1,0,2,0,0,0,4,1,0,100.0
7,Billy Gilmour,8.0,sct SCO,CM,20-064,90,0,0,0,0,1,0,2,1,1,0,0,0,4,0,1,0.0
8,Pierre Lees-Melou,20.0,fr FRA,RM,28-081,90,0,0,0,0,0,0,3,0,2,0,0,0,4,1,0,100.0
9,Dimitris Giannoulis,30.0,gr GRE,LB,25-301,90,0,0,0,0,1,0,5,0,0,0,0,0,10,1,1,50.0
10,Ben Gibson,4.0,eng ENG,CB,28-211,90,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,100.0
11,Grant Hanley,5.0,sct SCO,CB,29-267,90,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,50.0
12,Max Aarons,2.0,eng ENG,RB,21-222,90,0,0,0,2,2,0,1,3,1,0,0,0,6,0,3,0.0
13,Tim Krul,1.0,nl NED,GK,33-133,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,1,0,0,4,14,2,19,9,13,0,0,0,51,8,14,36.4
