,num,joueur
0,,Ivan Klasnić
1,,Kevin Davies
2,,Mark Davies
3,,Zat Knight
4,,Gary Cahill
5,,Dedryck Boyata
6,,Darren Pratley
7,,Marcos Alonso
8,,Fabrice Muamba
9,,
10,,Ádám Bogdán
