,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Charlie Austin,10.0,eng ENG,FW,29-178,67,11,11,0,0,0,0,0,0,0,0,0,0,5,0,0
1,Shane Long,7.0,ie IRL,FW,31-342,23,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
2,Mohamed Elyounoussi,11.0,no NOR,"LW,AM,FW,CM",24-148,90,15,12,3,0,1,0,0,1,0,0,0,0,11,0,0
3,James Ward-Prowse,16.0,eng ENG,"CM,AM,RB,RM",24-059,90,33,21,12,6,0,0,7,2,3,2,1,0,22,0,0
4,Mario Lemina,18.0,ga GAB,"LM,CM",25-120,45,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
5,Nathan Redmond,22.0,eng ENG,"RW,LM",24-299,45,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
6,Oriol Romeu,14.0,es ESP,CM,27-097,58,25,25,0,0,0,0,0,0,0,0,0,0,19,0,1
7,Yan Valery,43.0,tn TUN,"RM,RB",19-311,32,6,6,0,0,0,0,1,0,0,0,0,0,2,0,1
8,Pierre Højbjerg,23.0,dk DEN,"CM,RM",23-147,84,29,27,2,1,0,0,0,0,0,0,0,0,19,0,0
9,Matt Targett,33.0,eng ENG,"LB,LM",23-103,90,26,22,4,0,0,0,1,4,0,0,0,0,16,0,1
10,Jan Bednarek,35.0,pl POL,CB,22-262,90,22,19,3,2,0,0,0,1,0,0,0,0,11,0,0
11,Jack Stephens,5.0,eng ENG,CB,24-337,90,25,25,0,0,0,0,0,0,0,0,0,0,20,0,0
12,Kayne Ramsey,66.0,eng ENG,"CB,RB",18-081,90,18,14,4,0,0,0,0,4,0,0,0,0,14,0,0
13,Alex McCarthy,1.0,eng ENG,GK,29-027,90,24,14,10,3,0,0,0,0,0,0,0,0,11,0,0
14,14 Players,,,,,984,258,220,38,12,1,0,10,12,3,2,1,0,170,0,3
