,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Away,L,0,1,Everton,0.4,0.6,40,"39,045",Ryan Shawcross,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/7c834541/Everton-Stoke-City-August-12-2017-Premier-League,
1,2017-08-19,17:30 ,Premier League,Matchweek 2,Sat,Home,W,1,0,Arsenal,0.7,1.5,24,"29,459",Ryan Shawcross,3-4-3,Andre Marriner,https://fbref.com/en/matches/37f97732/Stoke-City-Arsenal-August-19-2017-Premier-League,
3,2017-08-27,13:30 ,Premier League,Matchweek 3,Sun,Away,D,1,1,West Brom,1.3,0.8,57,"22,704",Ryan Shawcross,3-4-3,Anthony Taylor,https://fbref.com/en/matches/abccb71c/West-Bromwich-Albion-Stoke-City-August-27-2017-Premier-League,
4,2017-09-09,17:30 ,Premier League,Matchweek 4,Sat,Home,D,2,2,Manchester Utd,1.2,2.1,37,"29,320",Darren Fletcher,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/06ec2f77/Stoke-City-Manchester-United-September-9-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Away,L,1,2,Newcastle Utd,0.7,2.0,58,"51,795",Darren Fletcher,3-4-3,Stuart Attwell,https://fbref.com/en/matches/349276f6/Newcastle-United-Stoke-City-September-16-2017-Premier-League,
7,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Home,L,0,4,Chelsea,0.8,1.4,45,"29,661",Darren Fletcher,3-4-3,Mike Dean,https://fbref.com/en/matches/3d438a3e/Stoke-City-Chelsea-September-23-2017-Premier-League,
8,2017-09-30,15:00 ,Premier League,Matchweek 7,Sat,Home,W,2,1,Southampton,2.4,1.4,30,"29,285",Darren Fletcher,3-4-3,Mike Jones,https://fbref.com/en/matches/44cd18c0/Stoke-City-Southampton-September-30-2017-Premier-League,
9,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Away,L,2,7,Manchester City,0.5,3.8,21,"54,128",Darren Fletcher,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/f81f42ed/Manchester-City-Stoke-City-October-14-2017-Premier-League,
10,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Home,L,1,2,Bournemouth,1.2,1.1,53,"29,500",Ryan Shawcross,3-4-3,Lee Probert,https://fbref.com/en/matches/7da1fc42/Stoke-City-Bournemouth-October-21-2017-Premier-League,
11,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Away,W,1,0,Watford,1.1,1.2,31,"20,087",Ryan Shawcross,3-4-3,Michael Oliver,https://fbref.com/en/matches/7834b95f/Watford-Stoke-City-October-28-2017-Premier-League,
12,2017-11-04,12:30 ,Premier League,Matchweek 11,Sat,Home,D,2,2,Leicester City,1.0,1.5,47,"29,602",Ryan Shawcross,3-4-3,Robert Madley,https://fbref.com/en/matches/3cefdf58/Stoke-City-Leicester-City-November-4-2017-Premier-League,
13,2017-11-20,20:00 ,Premier League,Matchweek 12,Mon,Away,D,2,2,Brighton,1.0,0.5,47,"29,676",Ryan Shawcross,3-4-3,Lee Mason,https://fbref.com/en/matches/77995c06/Brighton-and-Hove-Albion-Stoke-City-November-20-2017-Premier-League,
14,2017-11-25,15:00 ,Premier League,Matchweek 13,Sat,Away,L,1,2,Crystal Palace,0.7,1.4,46,"23,723",Ryan Shawcross,3-4-3,Mike Dean,https://fbref.com/en/matches/d6d1f3dc/Crystal-Palace-Stoke-City-November-25-2017-Premier-League,
15,2017-11-29,20:00 ,Premier League,Matchweek 14,Wed,Home,L,0,3,Liverpool,0.9,2.9,41,"29,423",Ryan Shawcross,3-4-3,Martin Atkinson,https://fbref.com/en/matches/21c13e13/Stoke-City-Liverpool-November-29-2017-Premier-League,
16,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Home,W,2,1,Swansea City,1.1,0.4,45,"28,261",Ryan Shawcross,4-4-2,Craig Pawson,https://fbref.com/en/matches/83bc0290/Stoke-City-Swansea-City-December-2-2017-Premier-League,
17,2017-12-09,15:00 ,Premier League,Matchweek 16,Sat,Away,L,1,5,Tottenham,0.5,3.6,29,"62,202",Ryan Shawcross,3-4-3,Roger East,https://fbref.com/en/matches/a91a2bf3/Tottenham-Hotspur-Stoke-City-December-9-2017-Premier-League,
18,2017-12-12,19:45 ,Premier League,Matchweek 17,Tue,Away,L,0,1,Burnley,1.1,0.4,49,"19,909",Ryan Shawcross,4-4-2,Mike Jones,https://fbref.com/en/matches/8ff402f4/Burnley-Stoke-City-December-12-2017-Premier-League,
19,2017-12-16,16:00 ,Premier League,Matchweek 18,Sat,Home,L,0,3,West Ham,1.1,3.1,54,"29,265",Ryan Shawcross,4-4-2,Graham Scott,https://fbref.com/en/matches/17329e19/Stoke-City-West-Ham-United-December-16-2017-Premier-League,
20,2017-12-23,15:00 ,Premier League,Matchweek 19,Sat,Home,W,3,1,West Brom,1.4,2.0,43,"29,057",Ryan Shawcross,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/07776252/Stoke-City-West-Bromwich-Albion-December-23-2017-Premier-League,
21,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Away,D,1,1,Huddersfield,1.6,1.8,41,"24,047",Ryan Shawcross,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/c892dd25/Huddersfield-Town-Stoke-City-December-26-2017-Premier-League,
22,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Away,L,0,5,Chelsea,0.2,2.6,41,"41,433",Darren Fletcher,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/508f7222/Chelsea-Stoke-City-December-30-2017-Premier-League,
23,2018-01-01,15:00 ,Premier League,Matchweek 22,Mon,Home,L,0,1,Newcastle Utd,1.5,1.7,59,"28,471",Joe Allen,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/dcd9c8a8/Stoke-City-Newcastle-United-January-1-2018-Premier-League,
25,2018-01-15,20:00 ,Premier League,Matchweek 23,Mon,Away,L,0,3,Manchester Utd,1.3,1.5,40,"74,726",Darren Fletcher,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/baf79461/Manchester-United-Stoke-City-January-15-2018-Premier-League,
26,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Home,W,2,0,Huddersfield,1.0,0.3,49,"29,785",Ryan Shawcross,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/4acdcd55/Stoke-City-Huddersfield-Town-January-20-2018-Premier-League,
27,2018-01-31,20:00 ,Premier League,Matchweek 25,Wed,Home,D,0,0,Watford,0.9,0.7,49,"27,458",Ryan Shawcross,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/4f701c0f/Stoke-City-Watford-January-31-2018-Premier-League,
