,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Chris Wood,11.0,nz NZL,FW,27-147,90,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,2,0
1,Ashley Barnes,10.0,eng ENG,FW,29-185,71,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
2,Matěj Vydra,27.0,cz CZE,FW,27-002,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Robbie Brady,12.0,ie IRL,LM,27-109,79,3,1,1,2,0,3,3,100.0,0,0,0,0,1,4,0,0
4,Jeff Hendrick,13.0,ie IRL,RM,27-092,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
5,Jack Cork,4.0,eng ENG,CM,29-312,90,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,3,0
6,Ashley Westwood,18.0,eng ENG,CM,29-032,90,4,1,3,0,1,2,2,100.0,0,0,0,0,2,6,1,0
7,Jóhann Berg Guðmundsson,7.0,is ISL,RM,28-188,68,3,1,2,1,0,3,5,60.0,2,2,1,1,2,5,3,0
8,Dwight McNeil,31.0,eng ENG,"LM,RM",19-162,22,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
9,Charlie Taylor,3.0,eng ENG,LB,25-227,90,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0
10,Ben Mee,6.0,eng ENG,CB,29-224,90,1,0,1,0,0,1,1,100.0,0,3,1,2,1,2,6,1
11,James Tarkowski,5.0,eng ENG,CB,26-165,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0
12,Matthew Lowton,2.0,eng ENG,RB,29-328,90,2,0,0,2,0,1,2,50.0,1,1,1,0,2,4,5,0
13,Tom Heaton,1.0,eng ENG,GK,33-018,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
14,14 Players,,,,,990,17,5,8,7,2,13,23,56.5,10,8,5,3,11,28,36,2
