,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Raheem Sterling,7.0,eng ENG,FW,23-156,90,31,0,2,11,18,7,31,6,1,16.7,5,83.3,21,124,64,3,1,1,1,3,23,12
1,Leroy Sané,19.0,de GER,"LW,WB",22-122,90,54,2,4,8,42,5,54,5,5,100.0,0,0.0,32,257,92,1,1,0,2,3,40,11
2,Bernardo Silva,20.0,pt POR,"RW,WB",23-276,77,28,0,5,8,15,3,28,1,0,0.0,1,100.0,19,185,71,2,2,0,4,0,21,6
3,Brahim Díaz,55.0,es ESP,WB,18-283,13,4,0,0,1,3,0,4,0,0,,0,,3,8,2,0,0,0,1,0,3,0
4,İlkay Gündoğan,8.0,de GER,"LM,CM",27-201,81,39,0,3,23,13,1,39,1,1,100.0,0,0.0,30,209,125,2,1,1,0,0,33,3
5,Phil Foden,47.0,eng ENG,CM,17-350,9,8,0,0,4,4,0,8,0,0,,0,,4,37,12,1,0,0,0,0,6,1
6,Fernandinho,25.0,br BRA,CM,33-009,90,104,6,28,58,18,1,104,0,0,,0,,60,437,332,6,7,0,1,1,66,1
7,Kevin De Bruyne,17.0,be BEL,"RM,AM",26-319,90,83,1,8,28,47,3,83,6,2,33.3,4,66.7,48,293,177,5,2,1,1,1,61,8
8,Fabian Delph,18.0,eng ENG,LB,28-173,58,78,1,18,38,22,0,78,1,0,0.0,1,100.0,55,288,191,5,5,0,0,1,62,6
9,Gabriel Jesus,33.0,br BRA,"FW,LB",21-040,32,9,1,3,3,3,3,9,2,1,50.0,1,50.0,6,28,14,1,0,1,0,1,7,3
10,Aymeric Laporte,14.0,es ESP,CB,23-351,90,93,3,30,47,18,0,93,2,2,100.0,0,0.0,58,379,293,4,4,0,0,0,65,3
11,John Stones,5.0,eng ENG,CB,23-350,90,82,9,33,47,3,1,82,1,1,100.0,0,0.0,58,280,177,0,0,0,0,0,65,0
12,Danilo,3.0,br BRA,"RB,CB",26-302,90,99,1,21,45,33,1,99,3,1,33.3,2,66.7,53,263,168,5,4,0,0,0,65,4
13,Claudio Bravo,1.0,cl CHI,GK,35-030,90,33,29,33,0,0,0,33,0,0,,0,,21,126,82,0,0,0,0,0,14,0
14,15 Players,,,,,990,745,53,188,321,239,25,745,28,14,50.0,14,50.0,468,2914,1800,35,27,4,10,10,531,58
