,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Laurent Depoitre,20.0,be BEL,FW,30-019,72,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
1,Steve Mounié,24.0,bj BEN,FW,24-088,18,10,9,1,0,0,0,0,0,0,0,0,0,7,0,0
2,Isaac Mbenza,18.0,be BEL,"LW,RW",22-293,61,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
3,Collin Quaner,23.0,de GER,RW,27-191,29,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
4,Elias Kachunga,9.0,cd COD,RW,26-248,56,11,11,0,0,0,0,1,0,0,0,0,0,5,0,1
5,Chris Löwe,15.0,de GER,LW,29-254,34,15,13,1,0,0,0,3,1,0,0,0,0,10,1,3
6,Alex Pritchard,21.0,eng ENG,AM,25-237,90,47,37,10,4,0,3,5,0,3,2,0,0,31,0,1
7,Philip Billing,8.0,dk DEN,DM,22-198,90,46,43,3,0,0,3,1,3,0,0,0,0,34,0,0
8,Florent Hadergjonaj,33.0,xk KVX,DM,24-148,90,45,43,1,0,0,0,1,1,0,0,0,0,34,1,1
9,Terence Kongolo,5.0,nl NED,LB,24-315,90,34,25,8,1,0,0,1,7,0,0,0,0,25,1,1
10,Christopher Schindler,26.0,de GER,CB,28-241,90,25,24,1,1,0,0,0,0,0,0,0,0,17,0,0
11,Mathias Jørgensen,25.0,dk DEN,CB,28-247,90,36,34,2,2,0,0,0,0,0,0,0,0,33,0,0
12,Erik Durm,37.0,de GER,RB,26-228,90,53,44,8,0,0,0,2,8,0,0,0,0,39,1,1
13,Jonas Lössl,1.0,dk DEN,GK,29-328,90,29,24,5,2,0,0,0,0,0,0,0,0,16,0,0
14,14 Players,,,,,990,381,337,40,10,0,6,15,20,3,2,0,0,272,4,10
