,num,joueur
0,,Mark Bunn
1,,Sébastien Bassong
2,,Russell Martin
3,,Javier Garrido
4,,Michael Turner
5,,Wes Hoolahan
6,,Alexander Tettey
7,,Simeon Jackson
8,,Robert Snodgrass
9,,Anthony Pilkington
10,,Bradley Johnson
