,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Ollie Watkins,11.0,eng ENG,FW,26-079,81,8,14,57.1,116,6,6,9,66.7,2,3,66.7,0,0,,0,0.0,0.0,0,0,1,0,2
1,Danny Ings,20.0,eng ENG,FW,29-239,9,3,4,75.0,37,9,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
2,Philippe Coutinho,23.0,br BRA,AM,29-280,90,38,46,82.6,547,99,24,25,96.0,12,14,85.7,2,5,40.0,0,0.0,0.1,1,6,1,1,4
3,Emi Buendía,10.0,ar ARG,AM,25-084,68,23,26,88.5,311,48,15,16,93.8,4,5,80.0,1,1,100.0,0,0.0,0.0,1,1,1,0,4
4,Leon Bailey,31.0,jm JAM,LW,24-222,22,4,6,66.7,49,1,2,2,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,0
5,John McGinn,7.0,sct SCO,"LM,DM",27-152,90,35,54,64.8,633,276,17,20,85.0,13,20,65.0,4,12,33.3,0,0.2,0.1,2,5,3,3,6
6,Douglas Luiz,6.0,br BRA,"CM,DM",23-314,90,57,66,86.4,978,388,20,23,87.0,26,26,100.0,6,12,50.0,0,0.0,0.0,0,6,1,0,7
7,Jacob Ramsey,41.0,eng ENG,RM,20-295,68,24,27,88.9,396,87,11,12,91.7,13,14,92.9,0,0,,0,0.0,0.0,0,1,0,0,0
8,Bertrand Traoré,15.0,bf BFA,RW,26-194,22,7,9,77.8,110,16,3,3,100.0,4,6,66.7,0,0,,0,0.0,0.0,0,0,0,0,1
9,Ashley Young,18.0,eng ENG,LB,36-253,90,49,65,75.4,742,277,30,34,88.2,15,21,71.4,3,7,42.9,0,0.0,0.0,0,3,1,0,2
10,Tyrone Mings,5.0,eng ENG,CB,29-006,90,45,50,90.0,803,325,19,20,95.0,23,23,100.0,3,7,42.9,0,0.0,0.0,0,4,0,0,3
11,Ezri Konsa,4.0,eng ENG,CB,24-147,90,50,50,100.0,824,286,24,24,100.0,26,26,100.0,0,0,,0,0.0,0.0,0,3,0,0,6
12,Matty Cash,2.0,pl POL,RB,24-224,90,27,39,69.2,356,81,17,18,94.4,8,12,66.7,1,7,14.3,0,0.0,0.0,0,0,1,0,1
13,Emiliano Martínez,1.0,ar ARG,GK,29-198,90,34,40,85.0,742,505,11,11,100.0,17,17,100.0,6,12,50.0,0,0.0,0.0,0,2,0,0,0
14,14 Players,,,,,990,404,496,81.5,6644,2404,200,219,91.3,166,191,86.9,26,64,40.6,0,0.2,0.4,4,33,9,4,36
