,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Neal Maupay,9.0,fr FRA,FW,25-044,90,21,26,80.8,287,16,11,13,84.6,9,9,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
1,Danny Welbeck,18.0,eng ENG,"LW,FW",30-305,75,13,14,92.9,161,18,6,6,100.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0,0,1,0,1
2,Aaron Connolly,7.0,ie IRL,LM,21-242,15,1,3,33.3,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
3,Leandro Trossard,11.0,be BEL,"AM,RW",26-297,90,31,35,88.6,435,77,18,19,94.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0,3,1,0,5
4,Marc Cucurella,3.0,es ESP,"LB,LM",23-067,90,59,77,76.6,728,218,39,45,86.7,8,12,66.7,6,12,50.0,0,0.0,0.1,0,4,0,0,5
5,Adam Lallana,14.0,eng ENG,CM,33-140,90,47,56,83.9,608,205,27,30,90.0,14,16,87.5,2,4,50.0,0,0.0,0.1,0,2,3,0,7
6,Pascal Groß,13.0,de GER,"CM,LM,RM",30-104,90,50,66,75.8,797,200,23,27,85.2,16,19,84.2,6,14,42.9,0,0.1,0.2,2,1,1,1,3
7,Joël Veltman,34.0,nl NED,"RB,RM",29-255,90,39,54,72.2,677,229,22,24,91.7,13,18,72.2,4,6,66.7,1,0.2,0.2,1,3,1,0,7
8,Dan Burn,33.0,eng ENG,CB,29-141,45,24,29,82.8,343,116,14,15,93.3,8,8,100.0,0,3,0.0,0,0.0,0.0,0,0,0,0,1
9,Steven Alzate,17.0,co COL,LM,23-019,19,12,13,92.3,157,25,6,6,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
10,Jakub Moder,15.0,pl POL,RM,22-173,26,6,12,50.0,84,14,4,5,80.0,0,3,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1
11,Lewis Dunk,5.0,eng ENG,CB,29-310,90,84,91,92.3,1652,588,29,29,100.0,43,45,95.6,10,14,71.4,0,0.0,0.0,0,4,1,0,6
12,Shane Duffy,24.0,ie IRL,CB,29-269,90,51,61,83.6,1007,282,17,19,89.5,27,30,90.0,7,12,58.3,0,0.0,0.0,0,0,0,0,0
13,Robert Sánchez,1.0,es ESP,GK,23-313,90,51,67,76.1,1337,810,15,15,100.0,22,23,95.7,13,28,46.4,0,0.3,0.2,1,3,0,0,0
14,14 Players,,,,,990,489,604,81.0,8283,2798,232,254,91.3,174,197,88.3,53,98,54.1,1,0.6,0.9,4,21,8,1,36
