,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ivan Cavaleiro,17.0,pt POR,"RM,FW",27-209,90,45,1,4,22,19,2,45,4,1,25.0,3,75.0,24,127,40,2,1,1,3,3,26,9
1,Andre-Frank Zambo Anguissa,29.0,cm CMR,"AM,CM",25-180,62,25,0,7,14,6,0,25,3,2,66.7,1,33.3,18,128,57,3,1,0,1,0,14,3
2,Ademola Lookman,19.0,ng NGA,"LM,CM",23-207,28,14,1,4,2,8,3,14,0,0,,0,,11,235,44,2,0,2,0,1,10,6
3,Josh Onomah,25.0,eng ENG,"AM,CM",24-018,75,41,1,8,24,9,1,41,1,1,100.0,0,0.0,30,139,32,1,0,0,0,2,33,7
4,Josh Maja,27.0,ng NGA,FW,22-139,15,5,0,0,5,0,0,5,0,0,,0,,5,18,16,1,0,0,0,0,5,2
5,Ola Aina,34.0,ng NGA,"CM,LB",24-219,61,35,2,9,24,2,0,35,0,0,,0,,22,126,80,2,0,0,3,1,25,0
6,Joe Bryan,23.0,eng ENG,LB,27-240,29,24,0,6,9,9,0,24,2,2,100.0,0,0.0,18,102,56,1,1,0,2,0,18,1
7,Harrison Reed,21.0,eng ENG,"CM,DM",26-108,90,75,2,21,44,10,0,75,0,0,,0,,51,151,44,0,0,0,1,0,50,2
8,Bobby Reid,14.0,jm JAM,"WB,LM,CM",28-102,90,51,1,5,34,14,4,51,3,2,66.7,1,33.3,44,195,84,2,1,1,2,1,40,8
9,Fabio Carvalho,48.0,pt POR,"FW,WB",18-258,90,45,0,0,30,15,5,45,5,5,100.0,0,0.0,28,196,74,3,0,1,5,5,31,6
10,Tosin Adarabioyo,16.0,eng ENG,CB,23-233,90,90,12,53,36,1,0,90,0,0,,0,,74,273,148,0,1,0,0,0,71,0
11,Joachim Andersen,5.0,dk DEN,CB,24-349,90,114,17,72,38,4,2,114,1,1,100.0,0,0.0,89,512,278,0,0,0,1,0,89,1
12,Kenny Tete,2.0,nl NED,"RB,CB",25-218,90,95,3,42,43,10,0,95,5,4,80.0,1,20.0,63,222,104,1,0,0,2,0,65,2
13,Alphonse Areola,1.0,fr FRA,GK,28-077,90,33,29,32,1,0,0,33,0,0,,0,,22,95,27,0,0,0,0,0,18,0
14,14 Players,,,,,990,692,69,263,326,107,17,692,24,18,75.0,6,25.0,499,2519,1084,18,5,5,20,13,495,47
