,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Oliver Burke,14.0,sct SCO,FW,23-280,57,15,15,0,0,0,0,1,0,0,0,0,0,11,0,2
1,Billy Sharp,10.0,eng ENG,FW,34-342,33,8,7,0,0,0,0,1,0,0,0,0,0,3,1,0
2,David McGoldrick,17.0,ie IRL,"FW,AM",33-044,89,40,39,1,1,0,0,1,0,0,0,0,0,33,0,0
3,Phil Jagielka,15.0,eng ENG,AM,38-148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,John Fleck,4.0,sct SCO,"CM,LM",29-141,90,67,61,6,2,0,0,3,1,3,1,0,0,62,0,1
5,Oliver Norwood,16.0,nir NIR,"CM,DM",29-275,90,78,72,5,3,1,3,6,0,2,2,0,0,58,1,2
6,John Lundstram,7.0,eng ENG,"CM,RM",26-329,90,75,73,2,1,0,0,0,0,0,0,0,0,69,0,0
7,Ben Osborn,23.0,eng ENG,"WB,LB",26-160,90,78,72,6,1,0,1,8,5,0,0,0,0,65,0,3
8,Jayden Bogle,20.0,eng ENG,"WB,RB",20-169,90,45,36,9,0,0,0,0,9,0,0,0,0,39,0,0
9,Ethan Ampadu,22.0,wls WAL,CB,20-120,90,83,77,6,0,0,0,1,6,0,0,0,0,72,0,2
10,John Egan,12.0,ie IRL,CB,28-084,90,53,52,1,0,0,1,0,1,0,0,0,0,49,0,0
11,Chris Basham,6.0,eng ENG,CB,32-176,50,41,39,2,0,0,0,1,2,0,0,0,0,38,0,0
12,Rhian Brewster,24.0,eng ENG,FW,20-286,40,7,7,0,0,0,0,2,0,0,0,0,0,4,0,0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-243,90,22,16,6,4,0,0,0,0,0,0,0,0,11,0,0
14,14 Players,,,,,990,612,566,44,12,1,5,24,24,5,3,0,0,514,2,10
