,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Diego Costa,29.0,es ESP,FW,34-001,56,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0.0
1,Hwang Hee-chan,11.0,kr KOR,FW,26-255,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
2,Gonçalo Guedes,17.0,pt POR,LW,25-313,45,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
3,Joseph Hodge,59.0,ie IRL,AM,20-024,45,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
4,Adama Traoré,37.0,es ESP,RW,26-256,71,0,0,0,0,1,0,7,0,0,0,0,0,3,4,0,100.0
5,Chem Campbell,77.0,wls WAL,RW,19-282,19,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
6,Daniel Podence,10.0,pt POR,"LW,AM",26-352,90,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,
7,Matheus Nunes,27.0,pt POR,DM,24-042,90,0,0,0,1,2,0,0,0,2,0,0,0,5,2,1,66.7
8,João Moutinho,28.0,pt POR,DM,36-030,90,0,0,0,2,0,0,2,3,3,0,0,0,4,0,1,0.0
9,Jonny Castro,19.0,es ESP,LB,28-219,71,0,0,0,1,2,0,2,1,0,0,0,0,2,1,1,50.0
10,Rayan Aït Nouri,3.0,dz ALG,LB,21-124,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
11,Toti Gomes,24.0,pt POR,CB,23-265,90,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,100.0
12,Max Kilman,23.0,eng ENG,CB,25-138,90,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,100.0
13,Nélson Semedo,22.0,pt POR,RB,28-326,90,0,0,0,1,0,0,1,0,2,0,0,0,3,1,1,50.0
14,José Sá,1.0,pt POR,GK,29-264,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,15 Players,,,,,990,0,0,0,8,8,0,16,5,9,0,0,0,36,13,9,59.1
