,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-10,12:30 ,Premier League,Matchweek 1,Sat,Home,L,0,5,Manchester City,1.1,3.2,43,"59,870",Aaron Cresswell,4-2-3-1,Mike Dean,https://fbref.com/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,
1,2019-08-17,15:00 ,Premier League,Matchweek 2,Sat,Away,D,1,1,Brighton,0.8,2.0,43,"30,459",Angelo Ogbonna,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League,
2,2019-08-24,15:00 ,Premier League,Matchweek 3,Sat,Away,W,3,1,Watford,3.5,2.3,45,"20,035",Mark Noble,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/89fbf2a3/Watford-West-Ham-United-August-24-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Home,W,2,0,Norwich City,2.0,1.4,48,"59,950",Mark Noble,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,
5,2019-09-16,20:00 ,Premier League,Matchweek 5,Mon,Away,D,0,0,Aston Villa,0.6,1.3,54,"42,010",Mark Noble,4-1-4-1,Mike Dean,https://fbref.com/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League,
6,2019-09-22,14:00 ,Premier League,Matchweek 6,Sun,Home,W,2,0,Manchester Utd,0.4,0.9,47,"59,936",Mark Noble,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/fe3e2bec/West-Ham-United-Manchester-United-September-22-2019-Premier-League,
8,2019-09-28,15:00 ,Premier League,Matchweek 7,Sat,Away,D,2,2,Bournemouth,1.6,1.9,50,"10,729",Mark Noble,4-1-4-1,Stuart Attwell,https://fbref.com/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League,
9,2019-10-05,17:30 ,Premier League,Matchweek 8,Sat,Home,L,1,2,Crystal Palace,1.4,2.1,52,"59,912",Mark Noble,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,
10,2019-10-19,12:30 ,Premier League,Matchweek 9,Sat,Away,L,0,2,Everton,0.8,2.1,49,"39,263",Mark Noble,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/0fa45675/Everton-West-Ham-United-October-19-2019-Premier-League,
11,2019-10-26,15:00 ,Premier League,Matchweek 10,Sat,Home,D,1,1,Sheffield Utd,2.3,1.0,60,"59,878",Mark Noble,4-1-4-1,David Coote,https://fbref.com/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,
