,num,joueur
0,5,Pablo Zabaleta
1,6,Fernando
2,7,James Milner
3,8,Samir Nasri
4,11,Aleksandar Kolarov
5,16,Sergio Agüero
6,20,Eliaquim Mangala
7,21,David Silva
8,25,Fernandinho
9,,
10,13,Willy Caballero
