,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Ollie Watkins,11.0,eng ENG,FW,27-095,90,11,10,1,0,0,0,0,0,0,0,0,0,8,0,0
1,Leon Bailey,31.0,jm JAM,"FW,RM",25-238,84,34,30,4,0,0,0,5,2,2,1,0,0,22,0,2
2,Bertrand Traoré,9.0,bf BFA,RM,27-210,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Emi Buendía,10.0,ar ARG,LM,26-100,90,41,40,1,0,1,0,1,0,0,0,0,0,30,0,2
4,Douglas Luiz,6.0,br BRA,CM,24-330,90,89,78,10,3,0,0,3,1,6,1,0,0,73,1,0
5,John McGinn,7.0,sct SCO,CM,28-168,90,53,53,0,0,0,0,0,0,0,0,0,0,49,0,1
6,Jacob Ramsey,41.0,eng ENG,RM,21-311,78,13,13,0,0,0,0,1,0,0,0,0,0,10,0,1
7,Jhon Durán,22.0,co COL,FW,19-112,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8,Álex Moreno,15.0,es ESP,LB,29-300,84,61,53,8,1,0,0,1,7,0,0,0,0,55,0,1
9,Lucas Digne,27.0,fr FRA,LB,29-258,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
10,Tyrone Mings,5.0,eng ENG,CB,30-022,90,91,91,0,0,0,0,0,0,0,0,0,0,81,0,0
11,Ezri Konsa,4.0,eng ENG,CB,25-163,90,83,80,3,2,0,0,0,1,0,0,0,0,82,0,0
12,Ashley Young,18.0,eng ENG,RB,37-269,84,63,51,12,4,0,0,2,8,0,0,0,0,54,0,1
13,Calum Chambers,16.0,eng ENG,RB,28-074,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
14,Emiliano Martínez,1.0,ar ARG,GK,30-214,90,25,17,8,1,0,0,0,0,0,0,0,0,23,0,0
15,15 Players,,,,,990,571,523,47,11,1,0,14,19,8,2,0,0,492,1,9
