,num,joueur
0,,Jussi Jääskeläinen
1,,Jack Collison
2,,Joe Cole
3,,Kevin Nolan
4,,Guy Demel
5,,Stewart Downing
6,,Ravel Morrison
7,,James Collins
8,,Joey O'Brien
9,,James Tomkins
10,,Mark Noble
