,num,joueur
0,,Ali Al-Habsi
1,,Steve Gohouri
2,,Charles N'Zogbia
3,,Gary Caldwell
4,,Hugo Rodallega
5,,Mohamed Diamé
6,,Hendry Thomas
7,,Antolín Alcaraz
8,,Maynor Figueroa
9,,Ben Watson
10,,Ronnie Stam
