,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Away,W,3,0,Huddersfield,1.9,0.3,62,"24,121",César Azpilicueta,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/d82a37a7/Huddersfield-Town-Chelsea-August-11-2018-Premier-League,
2,2018-08-18,17:30 ,Premier League,Matchweek 2,Sat,Home,W,3,2,Arsenal,1.6,2.4,62,"40,491",César Azpilicueta,4-3-3,Martin Atkinson,https://fbref.com/en/matches/9b69882c/North-West-London-Derby-Chelsea-Arsenal-August-18-2018-Premier-League,
3,2018-08-26,16:00 ,Premier League,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,1.5,0.2,80,"51,791",César Azpilicueta,4-3-3,Paul Tierney,https://fbref.com/en/matches/e8521900/Newcastle-United-Chelsea-August-26-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Home,W,2,0,Bournemouth,1.1,0.9,72,"40,178",César Azpilicueta,4-3-3,Lee Mason,https://fbref.com/en/matches/95fc9c84/Chelsea-Bournemouth-September-1-2018-Premier-League,
5,2018-09-15,15:00 ,Premier League,Matchweek 5,Sat,Home,W,4,1,Cardiff City,2.6,0.7,76,"40,499",César Azpilicueta,4-3-3,Jonathan Moss,https://fbref.com/en/matches/f82c343c/Chelsea-Cardiff-City-September-15-2018-Premier-League,
7,2018-09-23,13:30 ,Premier League,Matchweek 6,Sun,Away,D,0,0,West Ham,1.5,1.0,71,"56,875",César Azpilicueta,4-3-3,Mike Dean,https://fbref.com/en/matches/c09e4868/West-Ham-United-Chelsea-September-23-2018-Premier-League,
9,2018-09-29,17:30 ,Premier League,Matchweek 7,Sat,Home,D,1,1,Liverpool,1.1,1.6,47,"40,625",César Azpilicueta,4-3-3,Andre Marriner,https://fbref.com/en/matches/83743ea9/Chelsea-Liverpool-September-29-2018-Premier-League,
11,2018-10-07,14:15 ,Premier League,Matchweek 8,Sun,Away,W,3,0,Southampton,2.9,1.6,65,"27,077",César Azpilicueta,4-3-3,Craig Pawson,https://fbref.com/en/matches/afea8fbd/Southampton-Chelsea-October-7-2018-Premier-League,
12,2018-10-20,12:30 ,Premier League,Matchweek 9,Sat,Home,D,2,2,Manchester Utd,1.8,0.8,62,"40,721",César Azpilicueta,4-3-3,Mike Dean,https://fbref.com/en/matches/aff7fdc6/Chelsea-Manchester-United-October-20-2018-Premier-League,
14,2018-10-28,13:30 ,Premier League,Matchweek 10,Sun,Away,W,4,0,Burnley,2.6,0.4,69,"21,430",César Azpilicueta,4-3-3,Craig Pawson,https://fbref.com/en/matches/69381f97/Burnley-Chelsea-October-28-2018-Premier-League,
